reporting_week,reporting_date,product_pillar,product_grouping,daily_actual_gross_revenue,estimated_fy25_2_10_forecast_gross_revenue,estimated_fy25_5_7_forecast_gross_revenue,estimated_fy25_8_4_forecast_gross_revenue,estimated_fy25_budget_gross_revenue,estimated_fy26_budget_gross_revenue
5/2/22,5/2/22,Money Management,Capital,142114.9664,0,0,0,0,null
1/15/24,1/16/24,Money Management,Instant Payouts,116548.1117,0,0,0,0,null
8/16/21,8/22/21,Money Management,Connect,343994.5614,0,0,0,0,null
2/10/25,2/10/25,Money Management,Instant Payouts,189711.7576,0,0,0,0,424160.6467
12/27/21,1/2/22,Money Management,Connect,-424260.038,0,0,0,0,null
8/12/24,8/17/24,Money Management,Multicurrency Settlement,0.339708496,0,0,0,0,null
5/4/26,5/4/26,Money Management,Instant Payouts,null,0,0,0,0,577247.0532
9/8/25,9/9/25,Money Management,Capital,291163.3242,0,0,0,0,281526.5484
6/16/25,6/18/25,Money Management,Capital,321103.55,0,0,0,0,345958.4762
12/8/25,12/8/25,Money Management,Instant Payouts,489477.2986,0,0,0,0,474987.1503
5/16/22,5/22/22,Money Management,Instant Payouts,176293.7751,0,0,0,0,null
9/2/24,9/3/24,Money Management,Capital,293196.2273,0,0,0,0,null
3/1/21,3/7/21,Money Management,Instant Payouts,133020.399,0,0,0,0,null
7/22/24,7/27/24,Money Management,Capital,130579.7356,0,0,0,0,null
3/9/26,3/11/26,Money Management,Multicurrency Settlement,391097.3806,0,0,0,0,352289.8568
1/26/26,2/1/26,Money Management,Multicurrency Settlement,55527.16522,0,0,0,0,146691.633
7/25/22,7/29/22,Money Management,Instant Payouts,210853.2722,0,0,0,0,null
5/13/24,5/15/24,Money Management,Multicurrency Settlement,202498.7288,0,0,0,0,null
9/20/21,9/22/21,Money Management,Capital,81580.33,0,0,0,0,null
4/6/20,4/11/20,Money Management,Instant Payouts,-2103088.05,0,0,0,0,null
4/10/23,4/14/23,Money Management,Capital,144934.9471,0,0,0,0,null
8/29/22,9/4/22,Money Management,Instant Payouts,176367.0623,0,0,0,0,null
3/25/24,3/27/24,Money Management,Capital,235753.46,0,0,0,0,null
7/17/23,7/23/23,Money Management,Connect,13949.73363,0,0,0,0,null
2/14/22,2/19/22,Money Management,Capital,29501.63088,0,0,0,0,null
12/11/23,12/12/23,Money Management,Connect,31833.15576,0,0,0,0,null
3/4/24,3/4/24,Money Management,Connect,38003.23324,0,0,0,0,null
4/5/21,4/7/21,Money Management,Instant Payouts,109901.9743,0,0,0,0,null
5/31/21,6/5/21,Money Management,Instant Payouts,119992.6016,0,0,0,0,null
12/13/21,12/18/21,Money Management,Instant Payouts,152261.0963,0,0,0,0,null
5/19/25,5/21/25,Money Management,Connect,1163329.427,0,0,0,0,1128997.364
5/29/23,6/4/23,Money Management,Multicurrency Settlement,103139.31,0,0,0,0,null
8/25/25,8/25/25,Money Management,Connect,988836.9841,0,0,0,0,1282537.835
2/20/23,2/20/23,Money Management,Connect,737040.1248,0,0,0,0,null
12/16/24,12/18/24,Money Management,Multicurrency Settlement,227624.5065,0,0,0,0,null
1/3/22,1/4/22,Money Management,Connect,275136.3865,0,0,0,0,null
2/10/25,2/15/25,Money Management,Connect,6951.019553,0,0,0,0,105489.3408
7/26/21,7/26/21,Money Management,Connect,596102.7669,0,0,0,0,null
6/3/24,6/4/24,Money Management,Connect,40701.74209,0,0,0,0,null
4/8/24,4/10/24,Money Management,Multicurrency Settlement,160805.7125,0,0,0,0,null
3/8/21,3/11/21,Money Management,Instant Payouts,129951.329,0,0,0,0,null
4/14/25,4/17/25,Money Management,Capital,419665.27,0,0,0,0,398459.8614
4/11/22,4/16/22,Money Management,Connect,8716.853095,0,0,0,0,null
12/5/22,12/5/22,Money Management,Multicurrency Settlement,226551.0478,0,0,0,0,null
4/22/24,4/28/24,Money Management,Instant Payouts,73124.32449,0,0,0,0,null
2/10/25,2/16/25,Money Management,Capital,94676.89,0,0,0,0,85915.98953
6/29/26,7/3/26,Money Management,Capital,null,0,0,0,0,336420.3055
5/22/23,5/24/23,Money Management,Connect,74383.67476,0,0,0,0,null
4/15/24,4/20/24,Money Management,Capital,102033.2668,0,0,0,0,null
5/9/22,5/12/22,Money Management,Connect,549136.5934,0,0,0,0,null
6/29/26,7/5/26,Money Management,Capital,null,0,0,0,0,132089.8709
8/31/26,9/3/26,Money Management,Connect,null,0,0,0,0,1925538.796
8/23/21,8/24/21,Money Management,Instant Payouts,122040.225,0,0,0,0,null
6/6/22,6/12/22,Money Management,Capital,30186.75536,0,0,0,0,null
4/10/23,4/16/23,Money Management,Capital,72749.10215,0,0,0,0,null
4/14/25,4/16/25,Money Management,Connect,1129734.421,0,0,0,0,1034380.827
12/5/22,12/7/22,Money Management,Capital,280308.031,0,0,0,0,null
8/26/24,8/31/24,Money Management,Connect,498892.2153,0,0,0,0,null
8/29/22,8/31/22,Money Management,Instant Payouts,180598.8262,0,0,0,0,null
8/30/21,9/2/21,Money Management,Instant Payouts,149462.4625,0,0,0,0,null
12/25/23,12/25/23,Money Management,Multicurrency Settlement,71491.61,0,0,0,0,null
10/6/25,10/10/25,Money Management,Multicurrency Settlement,276015.6167,0,0,0,0,228072.369
3/24/25,3/27/25,Money Management,Connect,54178.77696,0,0,0,0,980594.6893
5/23/22,5/23/22,Money Management,Multicurrency Settlement,104219.4535,0,0,0,0,null
8/7/23,8/7/23,Money Management,Connect,41486.65961,0,0,0,0,null
2/14/22,2/14/22,Money Management,Capital,70681.79268,0,0,0,0,null
9/12/22,9/13/22,Money Management,Multicurrency Settlement,109028.6927,0,0,0,0,null
8/18/25,8/23/25,Money Management,Instant Payouts,325696.8087,0,0,0,0,347909.3164
11/3/25,11/8/25,Money Management,Multicurrency Settlement,256.8681061,0,0,0,0,0
7/21/25,7/22/25,Money Management,Connect,1303601.655,0,0,0,0,1321935.325
7/29/24,8/1/24,Money Management,Instant Payouts,5762712.157,0,0,0,0,null
6/6/22,6/7/22,Money Management,Multicurrency Settlement,52423.32783,0,0,0,0,null
4/28/25,4/30/25,Money Management,Instant Payouts,427745.167,0,0,0,0,424407.528
8/17/26,8/23/26,Money Management,Capital,null,0,0,0,0,118624.6335
7/6/26,7/10/26,Money Management,Capital,null,0,0,0,0,298915.1452
9/2/24,9/8/24,Money Management,Connect,16233.34565,0,0,0,0,null
3/31/25,4/1/25,Money Management,Connect,9064532.394,0,0,0,0,1536900.313
5/11/26,5/15/26,Money Management,Multicurrency Settlement,null,0,0,0,0,250812.1337
3/14/22,3/16/22,Money Management,Instant Payouts,166229.9591,0,0,0,0,null
8/8/22,8/8/22,Money Management,Multicurrency Settlement,151155.9751,0,0,0,0,null
7/7/25,7/12/25,Money Management,Capital,102259.71,0,0,0,0,92776.10355
1/12/26,1/14/26,Money Management,Multicurrency Settlement,352202.8775,0,0,0,0,374064.2869
6/26/23,6/26/23,Money Management,Connect,25765.62971,0,0,0,0,null
12/7/26,12/11/26,Money Management,Capital,null,0,0,0,0,341936.1986
11/9/26,11/10/26,Money Management,Instant Payouts,null,0,0,0,0,498395.8831
10/14/24,10/14/24,Money Management,Connect,-182163.8131,0,0,0,0,null
2/28/22,3/5/22,Money Management,Instant Payouts,156614.5016,0,0,0,0,null
8/1/22,8/7/22,Money Management,Connect,507546.2192,0,0,0,0,null
1/29/24,1/29/24,Money Management,Capital,190739.0696,0,0,0,0,null
9/8/25,9/14/25,Money Management,Connect,875704.0795,0,0,0,0,790905.3678
3/27/23,3/31/23,Money Management,Instant Payouts,273407.6456,0,0,0,0,null
12/12/22,12/15/22,Money Management,Multicurrency Settlement,386004.8665,0,0,0,0,null
10/7/24,10/11/24,Money Management,Multicurrency Settlement,128823.2024,0,0,0,0,null
9/5/22,9/7/22,Money Management,Connect,899046.2298,0,0,0,0,null
7/28/25,8/3/25,Money Management,Capital,9928.6,0,0,0,0,82117.42874
12/28/26,12/29/26,Money Management,Connect,null,0,0,0,0,1729189.596
7/14/25,7/14/25,Money Management,Connect,1261549.308,0,0,0,0,1271498.789
7/4/22,7/10/22,Money Management,Instant Payouts,172199.2397,0,0,0,0,null
8/30/21,9/4/21,Money Management,Connect,12983.53719,0,0,0,0,null
5/13/24,5/19/24,Money Management,Instant Payouts,71664.56209,0,0,0,0,null
9/15/25,9/20/25,Money Management,Multicurrency Settlement,172.3730782,0,0,0,0,0
11/6/23,11/11/23,Money Management,Connect,12263.55088,0,0,0,0,null
7/6/26,7/7/26,Money Management,Multicurrency Settlement,null,0,0,0,0,389480.0201
10/24/22,10/29/22,Money Management,Connect,27187.9819,0,0,0,0,null
3/1/21,3/6/21,Money Management,Instant Payouts,130174.1855,0,0,0,0,null
8/2/21,8/6/21,Money Management,Connect,146819.9499,0,0,0,0,null
10/7/24,10/11/24,Money Management,Connect,43270.96989,0,0,0,0,null
5/19/25,5/25/25,Money Management,Instant Payouts,295874.5157,0,0,0,0,282953.6556
4/4/22,4/4/22,Money Management,Multicurrency Settlement,58132.00485,0,0,0,0,null
8/2/21,8/5/21,Money Management,Capital,46461.01,0,0,0,0,null
6/2/25,6/6/25,Money Management,Capital,-894191.24,0,0,0,0,253799.3929
12/2/24,12/4/24,Money Management,Instant Payouts,143300.2755,0,0,0,0,null
6/24/24,6/24/24,Money Management,Multicurrency Settlement,341368.2758,0,0,0,0,null
8/31/20,8/31/20,Money Management,Connect,9733275.157,0,0,0,0,null
1/15/24,1/18/24,Money Management,Multicurrency Settlement,214184.2141,0,0,0,0,null
1/12/26,1/16/26,Money Management,Connect,1281178.096,0,0,0,0,731855.1266
12/1/25,12/7/25,Money Management,Connect,577398.8788,0,0,0,0,1170893.165
7/10/23,7/16/23,Money Management,Connect,12406.97714,0,0,0,0,null
4/22/24,4/25/24,Money Management,Multicurrency Settlement,230239.7226,0,0,0,0,null
11/4/24,11/6/24,Money Management,Instant Payouts,124662.9451,0,0,0,0,null
12/18/23,12/21/23,Money Management,Instant Payouts,92805.97689,0,0,0,0,null
1/30/23,1/31/23,Money Management,Multicurrency Settlement,87100.80935,0,0,0,0,null
3/11/24,3/16/24,Money Management,Connect,11721.9595,0,0,0,0,null
5/15/23,5/19/23,Money Management,Multicurrency Settlement,97543.65422,0,0,0,0,null
5/23/22,5/28/22,Money Management,Connect,18041.56296,0,0,0,0,null
1/15/24,1/15/24,Money Management,Instant Payouts,110309.1556,0,0,0,0,null
6/26/23,6/27/23,Money Management,Multicurrency Settlement,148759.1052,0,0,0,0,null
6/3/24,6/9/24,Money Management,Multicurrency Settlement,114142.5347,0,0,0,0,null
11/30/26,12/2/26,Money Management,Multicurrency Settlement,null,0,0,0,0,544630.8804
8/17/26,8/21/26,Money Management,Connect,null,0,0,0,0,713920.9417
1/6/25,1/6/25,Money Management,Connect,141565.3148,0,0,0,0,2183929.19
12/4/23,12/6/23,Money Management,Connect,70165.38799,0,0,0,0,null
8/4/25,8/5/25,Money Management,Capital,253125.38,0,0,0,0,260143.7585
2/13/23,2/16/23,Money Management,Capital,315302.5942,0,0,0,0,null
12/26/22,1/1/23,Money Management,Capital,-98276.70577,0,0,0,0,null
7/29/24,8/3/24,Money Management,Instant Payouts,110837.3847,0,0,0,0,null
12/8/25,12/11/25,Money Management,Capital,459957.3987,0,0,0,0,513927.0962
9/29/25,10/5/25,Money Management,Instant Payouts,343583.8183,0,0,0,0,355481.192
6/19/23,6/21/23,Money Management,Connect,81496.24151,0,0,0,0,null
9/11/23,9/11/23,Money Management,Multicurrency Settlement,299918.851,0,0,0,0,null
11/25/24,11/29/24,Money Management,Multicurrency Settlement,297895.1757,0,0,0,0,null
7/1/24,7/4/24,Money Management,Capital,113390.2083,0,0,0,0,null
1/20/25,1/23/25,Money Management,Connect,74564.11204,0,0,0,0,1316951.454
8/23/21,8/27/21,Money Management,Instant Payouts,149508.9024,0,0,0,0,null
5/18/26,5/24/26,Money Management,Instant Payouts,null,0,0,0,0,344671.3537
9/2/24,9/3/24,Money Management,Instant Payouts,221351.5034,0,0,0,0,null
8/19/24,8/22/24,Money Management,Instant Payouts,125287.8035,0,0,0,0,null
3/9/26,3/12/26,Money Management,Capital,588098.04,0,0,0,0,543548.2023
6/8/26,6/11/26,Money Management,Connect,null,0,0,0,0,1310296.787
8/1/22,8/7/22,Money Management,Multicurrency Settlement,3167.264604,0,0,0,0,null
4/17/23,4/20/23,Money Management,Multicurrency Settlement,186888.5634,0,0,0,0,null
5/16/22,5/18/22,Money Management,Connect,579331.0142,0,0,0,0,null
5/5/25,5/6/25,Money Management,Connect,1854838.533,0,0,0,0,1750417.195
8/31/26,9/4/26,Money Management,Multicurrency Settlement,null,0,0,0,0,323502.6541
11/24/25,11/25/25,Money Management,Connect,1433776.296,0,0,0,0,1578490.713
4/20/26,4/22/26,Money Management,Capital,null,0,0,0,0,447431.0307
8/16/21,8/22/21,Money Management,Instant Payouts,134868.2475,0,0,0,0,null
10/5/20,10/10/20,Money Management,Instant Payouts,-2433889.923,0,0,0,0,null
7/8/24,7/11/24,Money Management,Connect,23860.25362,0,0,0,0,null
12/11/23,12/17/23,Money Management,Multicurrency Settlement,102533.3179,0,0,0,0,null
2/3/25,2/3/25,Money Management,Connect,59628.21551,0,0,0,0,1550015.31
11/8/21,11/13/21,Money Management,Instant Payouts,144780.194,0,0,0,0,null
6/29/26,7/5/26,Money Management,Instant Payouts,null,0,0,0,0,407312.345
2/13/23,2/18/23,Money Management,Connect,28152.97286,0,0,0,0,null
6/27/22,6/30/22,Money Management,Instant Payouts,227075.8192,0,0,0,0,null
11/9/26,11/9/26,Money Management,Instant Payouts,null,0,0,0,0,600782.8912
3/6/23,3/8/23,Money Management,Capital,204957.5929,0,0,0,0,null
8/15/22,8/19/22,Money Management,Capital,133738.7747,0,0,0,0,null
12/7/26,12/7/26,Money Management,Capital,null,0,0,0,0,460698.6031
5/31/21,6/3/21,Money Management,Connect,424248.4725,0,0,0,0,null
10/2/23,10/3/23,Money Management,Connect,30152.10072,0,0,0,0,null
11/9/26,11/10/26,Money Management,Multicurrency Settlement,null,0,0,0,0,351825.4433
9/1/25,9/6/25,Money Management,Multicurrency Settlement,122.165939,0,0,0,0,0
1/10/22,1/10/22,Money Management,Instant Payouts,175236.4461,0,0,0,0,null
6/22/26,6/27/26,Money Management,Capital,null,0,0,0,0,143577.0416
8/15/22,8/16/22,Money Management,Connect,766627.6234,0,0,0,0,null
12/19/22,12/20/22,Money Management,Multicurrency Settlement,82438.38728,0,0,0,0,null
7/20/26,7/22/26,Money Management,Connect,null,0,0,0,0,1490531.429
3/11/24,3/14/24,Money Management,Capital,262645.4013,0,0,0,0,null
8/25/25,8/27/25,Money Management,Connect,1186675.314,0,0,0,0,1192277.892
2/6/23,2/6/23,Money Management,Multicurrency Settlement,198827.2274,0,0,0,0,null
7/27/26,7/30/26,Money Management,Instant Payouts,null,0,0,0,0,389157.9414
10/26/26,10/27/26,Money Management,Capital,null,0,0,0,0,380837.052
5/13/24,5/15/24,Money Management,Capital,186953.3456,0,0,0,0,null
9/19/22,9/20/22,Money Management,Instant Payouts,185633.0645,0,0,0,0,null
10/28/24,10/30/24,Money Management,Instant Payouts,152229.8563,0,0,0,0,null
6/21/21,6/23/21,Money Management,Instant Payouts,112921.6813,0,0,0,0,null
4/28/25,5/2/25,Money Management,Instant Payouts,513998.6181,0,0,0,0,504511.1517
6/26/23,6/27/23,Money Management,Connect,23740.49998,0,0,0,0,null
10/30/23,10/30/23,Money Management,Instant Payouts,122601.1079,0,0,0,0,null
10/3/22,10/4/22,Money Management,Instant Payouts,182628.5157,0,0,0,0,null
11/15/21,11/16/21,Money Management,Capital,82105.49,0,0,0,0,null
12/22/25,12/25/25,Money Management,Capital,127454.37,0,0,0,0,513927.0962
7/27/26,7/27/26,Money Management,Multicurrency Settlement,null,0,0,0,0,597052.6237
8/10/26,8/16/26,Money Management,Connect,null,0,0,0,0,913889.6437
4/24/23,4/30/23,Money Management,Capital,-349330.3064,0,0,0,0,null
3/21/22,3/27/22,Money Management,Instant Payouts,169660.6876,0,0,0,0,null
4/27/26,5/1/26,Money Management,Multicurrency Settlement,null,0,0,0,0,310067.5317
8/17/26,8/18/26,Money Management,Multicurrency Settlement,null,0,0,0,0,319682.9601
8/19/24,8/20/24,Money Management,Connect,31302.10204,0,0,0,0,null
7/7/25,7/9/25,Money Management,Connect,1305384.563,0,0,0,0,1182015.73
10/27/25,10/29/25,Money Management,Instant Payouts,398167.9024,0,0,0,0,387807.3088
7/8/24,7/14/24,Money Management,Connect,23620.72654,0,0,0,0,null
8/15/22,8/20/22,Money Management,Instant Payouts,206665.8169,0,0,0,0,null
7/3/23,7/5/23,Money Management,Connect,28294.26082,0,0,0,0,null
7/8/24,7/8/24,Money Management,Multicurrency Settlement,357675.94,0,0,0,0,null
7/3/23,7/3/23,Money Management,Connect,27083.87777,0,0,0,0,null
3/20/23,3/21/23,Money Management,Capital,167165.051,0,0,0,0,null
2/6/23,2/11/23,Money Management,Connect,-42518.22786,0,0,0,0,null
8/23/21,8/25/21,Money Management,Capital,104894.81,0,0,0,0,null
3/27/23,3/31/23,Money Management,Connect,-158088.9408,0,0,0,0,null
10/11/21,10/13/21,Money Management,Instant Payouts,153502.0299,0,0,0,0,null
9/25/23,9/29/23,Money Management,Capital,257895.5176,0,0,0,0,null
3/30/26,4/3/26,Money Management,Connect,null,0,0,0,0,786357.5766
7/31/23,7/31/23,Money Management,Capital,-205530.5604,0,0,0,0,null
9/14/26,9/20/26,Money Management,Capital,null,0,0,0,0,129565.317
3/30/26,3/31/26,Money Management,Connect,null,0,0,0,0,1233663.172
3/2/26,3/4/26,Money Management,Capital,533474.72,0,0,0,0,486098.3842
9/30/24,10/4/24,Money Management,Instant Payouts,159511.9028,0,0,0,0,null
2/2/26,2/6/26,Money Management,Multicurrency Settlement,317552.2815,0,0,0,0,285965.7256
3/7/22,3/7/22,Money Management,Capital,292547.2831,0,0,0,0,null
4/22/24,4/23/24,Money Management,Instant Payouts,91549.50048,0,0,0,0,null
7/17/23,7/23/23,Money Management,Instant Payouts,47176.75779,0,0,0,0,null
12/7/26,12/10/26,Money Management,Capital,null,0,0,0,0,632670.4016
12/15/25,12/15/25,Money Management,Connect,1637712.959,0,0,0,0,1494856.734
4/5/21,4/9/21,Money Management,Instant Payouts,123161.4643,0,0,0,0,null
3/21/22,3/25/22,Money Management,Capital,118883.7606,0,0,0,0,null
3/30/26,4/4/26,Money Management,Capital,null,0,0,0,0,152083.2083
12/14/26,12/18/26,Money Management,Multicurrency Settlement,null,0,0,0,0,284864.9068
11/23/26,11/26/26,Money Management,Multicurrency Settlement,null,0,0,0,0,426944.1191
9/23/24,9/28/24,Money Management,Capital,124615.3852,0,0,0,0,null
5/17/21,5/17/21,Money Management,Capital,-70,0,0,0,0,null
4/25/22,4/27/22,Money Management,Capital,138224.774,0,0,0,0,null
5/2/22,5/8/22,Money Management,Multicurrency Settlement,964.19,0,0,0,0,null
5/25/26,5/31/26,Money Management,Capital,null,0,0,0,0,766224.4898
12/22/25,12/23/25,Money Management,Capital,271402.8856,0,0,0,0,345489.1881
5/2/22,5/8/22,Money Management,Instant Payouts,185164.6397,0,0,0,0,null
8/7/23,8/13/23,Money Management,Connect,10519.35054,0,0,0,0,null
10/21/24,10/24/24,Money Management,Multicurrency Settlement,246577.7456,0,0,0,0,null
6/19/23,6/20/23,Money Management,Connect,21166.15983,0,0,0,0,null
6/17/24,6/20/24,Money Management,Instant Payouts,213541.4563,0,0,0,0,null
1/19/26,1/23/26,Money Management,Instant Payouts,441209.8651,0,0,0,0,510535.846
4/1/24,4/4/24,Money Management,Multicurrency Settlement,288993.1003,0,0,0,0,null
11/7/22,11/9/22,Money Management,Instant Payouts,187659.877,0,0,0,0,null
4/25/22,5/1/22,Money Management,Instant Payouts,198897.2156,0,0,0,0,null
4/13/20,4/17/20,Money Management,Connect,-925049.9206,0,0,0,0,null
5/25/26,5/25/26,Money Management,Instant Payouts,null,0,0,0,0,515097.4478
12/29/25,12/30/25,Money Management,Capital,417756.6349,0,0,0,0,345489.1881
12/12/22,12/12/22,Money Management,Capital,332073.0239,0,0,0,0,null
10/11/21,10/15/21,Money Management,Capital,196831.59,0,0,0,0,null
9/25/23,9/25/23,Money Management,Instant Payouts,96132.82653,0,0,0,0,null
9/30/24,10/5/24,Money Management,Connect,14740.42398,0,0,0,0,null
5/5/25,5/9/25,Money Management,Connect,621513.0927,0,0,0,0,536040.9865
2/27/23,3/2/23,Money Management,Instant Payouts,212929.836,0,0,0,0,null
6/10/24,6/13/24,Money Management,Capital,47.07639977,0,0,0,0,null
12/14/26,12/14/26,Money Management,Instant Payouts,null,0,0,0,0,594567.6288
10/17/22,10/19/22,Money Management,Instant Payouts,175727.2114,0,0,0,0,null
6/23/25,6/24/25,Money Management,Connect,1301404.453,0,0,0,0,1405226.392
7/18/22,7/18/22,Money Management,Instant Payouts,213188.6126,0,0,0,0,null
7/19/21,7/19/21,Money Management,Instant Payouts,134979.7118,0,0,0,0,null
9/25/23,9/27/23,Money Management,Capital,157944.6312,0,0,0,0,null
5/6/24,5/12/24,Money Management,Multicurrency Settlement,141003.1801,0,0,0,0,null
11/25/24,11/29/24,Money Management,Connect,44108.81587,0,0,0,0,null
6/13/22,6/17/22,Money Management,Capital,115534.7049,0,0,0,0,null
9/4/23,9/10/23,Money Management,Connect,12667.78656,0,0,0,0,null
9/1/25,9/2/25,Money Management,Instant Payouts,550152.6318,0,0,0,0,429540.1265
9/18/23,9/24/23,Money Management,Multicurrency Settlement,86713.98879,0,0,0,0,null
2/27/23,3/5/23,Money Management,Instant Payouts,178461.9806,0,0,0,0,null
5/30/22,6/4/22,Money Management,Multicurrency Settlement,6636.696466,0,0,0,0,null
1/29/24,1/31/24,Money Management,Capital,-83997.28825,0,0,0,0,null
4/5/21,4/8/21,Money Management,Connect,387401.9276,0,0,0,0,null
12/2/24,12/8/24,Money Management,Instant Payouts,94708.56827,0,0,0,0,null
3/11/24,3/13/24,Money Management,Instant Payouts,89990.61665,0,0,0,0,null
8/29/22,9/3/22,Money Management,Capital,51590.92506,0,0,0,0,null
7/6/26,7/11/26,Money Management,Instant Payouts,null,0,0,0,0,411401.6945
11/24/25,11/24/25,Money Management,Multicurrency Settlement,605883.7931,0,0,0,0,574031.2967
5/25/26,5/27/26,Money Management,Multicurrency Settlement,null,0,0,0,0,387886
7/11/22,7/11/22,Money Management,Connect,741989.6917,0,0,0,0,null
11/2/26,11/6/26,Money Management,Multicurrency Settlement,null,0,0,0,0,332150.1233
5/10/21,5/11/21,Money Management,Connect,689204.0122,0,0,0,0,null
8/28/23,9/2/23,Money Management,Multicurrency Settlement,-0.118310964,0,0,0,0,null
6/28/21,7/2/21,Money Management,Capital,45347.5,0,0,0,0,null
3/9/26,3/9/26,Money Management,Multicurrency Settlement,798980.1522,0,0,0,0,541747.509
4/15/24,4/20/24,Money Management,Instant Payouts,73339.23364,0,0,0,0,null
11/24/25,11/24/25,Money Management,Instant Payouts,477034.2496,0,0,0,0,488002.5796
1/27/25,1/30/25,Money Management,Instant Payouts,165709.0673,0,0,0,0,297112.7561
11/21/22,11/22/22,Money Management,Capital,150110.9287,0,0,0,0,null
12/12/22,12/14/22,Money Management,Multicurrency Settlement,75052.46414,0,0,0,0,null
10/28/24,11/3/24,Money Management,Instant Payouts,111587.2099,0,0,0,0,null
5/29/23,6/3/23,Money Management,Capital,75872.19195,0,0,0,0,null
4/14/25,4/15/25,Money Management,Connect,1279930.972,0,0,0,0,1156824.331
6/16/25,6/17/25,Money Management,Instant Payouts,376776.6454,0,0,0,0,389816.2754
9/18/23,9/24/23,Money Management,Instant Payouts,53359.08918,0,0,0,0,null
11/23/26,11/23/26,Money Management,Capital,null,0,0,0,0,391782.9854
3/16/26,3/22/26,Money Management,Capital,null,0,0,0,0,115343.4503
5/29/23,6/1/23,Money Management,Multicurrency Settlement,309239.7235,0,0,0,0,null
5/23/22,5/24/22,Money Management,Capital,120546.1251,0,0,0,0,null
6/7/21,6/12/21,Money Management,Connect,9875.154265,0,0,0,0,null
12/20/21,12/25/21,Money Management,Instant Payouts,94715.95059,0,0,0,0,null
12/25/23,12/26/23,Money Management,Instant Payouts,74047.98337,0,0,0,0,null
12/29/25,12/29/25,Money Management,Instant Payouts,464734.458,0,0,0,0,474987.1503
8/5/24,8/7/24,Money Management,Capital,253216.6551,0,0,0,0,null
5/2/22,5/6/22,Money Management,Capital,279122.8385,0,0,0,0,null
4/19/21,4/20/21,Money Management,Connect,470684.9987,0,0,0,0,null
12/20/21,12/22/21,Money Management,Instant Payouts,157750.7566,0,0,0,0,null
7/18/22,7/23/22,Money Management,Multicurrency Settlement,1306.5,0,0,0,0,null
6/21/21,6/26/21,Money Management,Connect,5665.546217,0,0,0,0,null
11/25/24,11/30/24,Money Management,Connect,367006.188,0,0,0,0,null
5/16/22,5/18/22,Money Management,Multicurrency Settlement,68225.67336,0,0,0,0,null
6/19/23,6/22/23,Money Management,Connect,18864.42544,0,0,0,0,null
7/27/26,7/31/26,Money Management,Capital,null,0,0,0,0,858566.5062
3/23/26,3/24/26,Money Management,Multicurrency Settlement,null,0,0,0,0,285865.5016
10/10/22,10/10/22,Money Management,Multicurrency Settlement,81998.01699,0,0,0,0,null
8/31/26,9/6/26,Money Management,Capital,null,0,0,0,0,139746.0808
4/25/22,4/27/22,Money Management,Multicurrency Settlement,39802.46861,0,0,0,0,null
5/13/24,5/14/24,Money Management,Multicurrency Settlement,218404.4978,0,0,0,0,null
5/3/21,5/4/21,Money Management,Instant Payouts,122043.6417,0,0,0,0,null
4/17/23,4/17/23,Money Management,Multicurrency Settlement,269697.7898,0,0,0,0,null
7/31/23,8/4/23,Money Management,Instant Payouts,102326.1307,0,0,0,0,null
9/20/21,9/21/21,Money Management,Capital,67370.92,0,0,0,0,null
11/3/25,11/7/25,Money Management,Instant Payouts,440107.1169,0,0,0,0,557968.8631
10/27/25,10/30/25,Money Management,Multicurrency Settlement,403573.1019,0,0,0,0,347323.0729
11/9/26,11/13/26,Money Management,Connect,null,0,0,0,0,777655.4005
9/20/21,9/24/21,Money Management,Capital,206341.75,0,0,0,0,null
1/26/26,1/29/26,Money Management,Instant Payouts,420165.9762,0,0,0,0,343568.831
2/23/26,3/1/26,Money Management,Multicurrency Settlement,65370.63211,0,0,0,0,144458.694
3/25/24,3/28/24,Money Management,Multicurrency Settlement,191854.5846,0,0,0,0,null
6/8/26,6/11/26,Money Management,Capital,null,0,0,0,0,573361.9615
6/28/21,7/2/21,Money Management,Instant Payouts,151222.9984,0,0,0,0,null
7/14/25,7/19/25,Money Management,Instant Payouts,323351.822,0,0,0,0,341391.9583
9/15/25,9/17/25,Money Management,Instant Payouts,393014.4639,0,0,0,0,394407.7222
4/7/25,4/11/25,Money Management,Capital,295489.1,0,0,0,0,215353.6024
6/6/22,6/10/22,Money Management,Instant Payouts,206875.2824,0,0,0,0,null
2/13/23,2/17/23,Money Management,Instant Payouts,217745.9812,0,0,0,0,null
8/12/24,8/16/24,Money Management,Multicurrency Settlement,136502.1008,0,0,0,0,null
9/14/26,9/17/26,Money Management,Multicurrency Settlement,null,0,0,0,0,415828.7041
8/26/19,8/31/19,Money Management,Connect,5825828.299,0,0,0,0,null
6/10/24,6/16/24,Money Management,Instant Payouts,123833.72,0,0,0,0,null
9/21/26,9/24/26,Money Management,Capital,null,0,0,0,0,610567.7856
5/15/23,5/19/23,Money Management,Instant Payouts,82082.75551,0,0,0,0,null
1/3/22,1/6/22,Money Management,Capital,160549.3012,0,0,0,0,null
2/2/26,2/2/26,Money Management,Capital,394078.0117,0,0,0,0,380075.2428
4/28/25,5/3/25,Money Management,Connect,130795.9938,0,0,0,0,152229.2793
10/28/24,10/31/24,Money Management,Multicurrency Settlement,311707.4851,0,0,0,0,null
