reporting_week,reporting_date,product_pillar,product_grouping,daily_actual_gross_revenue,estimated_fy25_2_10_forecast_gross_revenue,estimated_fy25_5_7_forecast_gross_revenue,estimated_fy25_8_4_forecast_gross_revenue,estimated_fy25_budget_gross_revenue,estimated_fy26_budget_gross_revenue
10/6/25,10/9/25,Money Management,Multicurrency Settlement,377379.681,0,0,0,0,347323.0729
8/24/26,8/28/26,Money Management,Multicurrency Settlement,null,0,0,0,0,254743.035
2/14/22,2/19/22,Money Management,Connect,18342.63218,0,0,0,0,null
5/11/26,5/15/26,Money Management,Capital,null,0,0,0,0,288388.2088
3/16/26,3/19/26,Money Management,Instant Payouts,null,0,0,0,0,350733.5831
4/14/25,4/19/25,Money Management,Instant Payouts,307682.0469,0,0,0,0,326717.2043
10/24/22,10/28/22,Money Management,Instant Payouts,209261.1202,0,0,0,0,null
9/19/22,9/22/22,Money Management,Connect,583235.0665,0,0,0,0,null
9/30/24,10/3/24,Money Management,Multicurrency Settlement,277504.1246,0,0,0,0,null
6/1/26,6/5/26,Money Management,Instant Payouts,null,0,0,0,0,609790.7017
11/18/24,11/21/24,Money Management,Connect,33926.7769,0,0,0,0,null
3/28/22,4/3/22,Money Management,Capital,23855.83536,0,0,0,0,null
6/24/24,6/27/24,Money Management,Multicurrency Settlement,240289.2556,0,0,0,0,null
8/31/26,9/5/26,Money Management,Instant Payouts,null,0,0,0,0,464183.7084
9/2/24,9/6/24,Money Management,Multicurrency Settlement,150925.275,0,0,0,0,null
7/24/23,7/25/23,Money Management,Instant Payouts,75968.8244,0,0,0,0,null
1/6/25,1/12/25,Money Management,Multicurrency Settlement,117458.5372,0,0,0,0,90997.1005
11/21/22,11/24/22,Money Management,Capital,68314.23969,0,0,0,0,null
2/12/24,2/12/24,Money Management,Capital,238994.8499,0,0,0,0,null
4/13/26,4/18/26,Money Management,Capital,null,0,0,0,0,141003.6616
6/1/26,6/4/26,Money Management,Capital,null,0,0,0,0,618414.6258
6/9/25,6/13/25,Money Management,Multicurrency Settlement,193038.0546,0,0,0,0,206880.8332
11/4/24,11/4/24,Money Management,Instant Payouts,215928.5533,0,0,0,0,null
11/11/24,11/14/24,Money Management,Capital,246515.1,0,0,0,0,null
6/8/20,6/10/20,Money Management,Connect,-3460760.299,0,0,0,0,null
2/2/26,2/8/26,Money Management,Capital,95464.65,0,0,0,0,115576.2193
9/14/26,9/16/26,Money Management,Instant Payouts,null,0,0,0,0,466833.3041
8/19/24,8/21/24,Money Management,Instant Payouts,123106.7314,0,0,0,0,null
8/9/21,8/9/21,Money Management,Instant Payouts,143426.5022,0,0,0,0,null
1/2/23,1/5/23,Money Management,Connect,679248.8508,0,0,0,0,null
2/24/25,2/27/25,Money Management,Capital,390805.25,0,0,0,0,404873.2864
11/2/26,11/7/26,Money Management,Instant Payouts,null,0,0,0,0,488689.6013
8/8/22,8/8/22,Money Management,Connect,684652.9031,0,0,0,0,null
4/11/22,4/14/22,Money Management,Multicurrency Settlement,9663.72,0,0,0,0,null
4/3/23,4/7/23,Money Management,Multicurrency Settlement,8963.814923,0,0,0,0,null
10/24/22,10/29/22,Money Management,Capital,61533.48706,0,0,0,0,null
12/15/25,12/21/25,Money Management,Capital,114081.16,0,0,0,0,109057.714
7/1/24,7/6/24,Money Management,Multicurrency Settlement,-228.6915452,0,0,0,0,null
7/13/26,7/17/26,Money Management,Capital,null,0,0,0,0,298915.1452
2/9/26,2/11/26,Money Management,Instant Payouts,399252.3665,0,0,0,0,403681.1209
2/13/23,2/15/23,Money Management,Multicurrency Settlement,78687.60944,0,0,0,0,null
11/7/22,11/9/22,Money Management,Multicurrency Settlement,63676.9426,0,0,0,0,null
6/19/23,6/20/23,Money Management,Capital,240441.3526,0,0,0,0,null
7/24/23,7/29/23,Money Management,Capital,79232.81052,0,0,0,0,null
11/15/21,11/20/21,Money Management,Capital,27435.9,0,0,0,0,null
9/11/23,9/15/23,Money Management,Instant Payouts,113162.2914,0,0,0,0,null
2/10/20,2/15/20,Money Management,Connect,-1174846.59,0,0,0,0,null
5/1/23,5/7/23,Money Management,Capital,70847.94762,0,0,0,0,null
7/15/24,7/15/24,Money Management,Multicurrency Settlement,348332.2323,0,0,0,0,null
4/6/26,4/7/26,Money Management,Multicurrency Settlement,null,0,0,0,0,361325.4611
9/28/26,10/3/26,Money Management,Multicurrency Settlement,null,0,0,0,0,0
7/11/22,7/17/22,Money Management,Capital,38423.71726,0,0,0,0,null
5/4/26,5/6/26,Money Management,Connect,null,0,0,0,0,1982052.067
8/31/26,9/6/26,Money Management,Instant Payouts,null,0,0,0,0,410089.8915
6/15/26,6/18/26,Money Management,Capital,null,0,0,0,0,573361.9615
2/12/24,2/14/24,Money Management,Connect,56297.21327,0,0,0,0,null
6/16/25,6/16/25,Money Management,Multicurrency Settlement,443023.3697,0,0,0,0,492008.4964
10/26/20,10/31/20,Money Management,Instant Payouts,5677317.96,0,0,0,0,null
6/16/25,6/22/25,Money Management,Connect,761764.6623,0,0,0,0,763674.0765
10/5/26,10/10/26,Money Management,Connect,null,0,0,0,0,159936.9113
3/23/26,3/29/26,Money Management,Multicurrency Settlement,null,0,0,0,0,116851.9421
4/15/24,4/19/24,Money Management,Capital,270153.9468,0,0,0,0,null
7/31/23,8/5/23,Money Management,Multicurrency Settlement,-265.8066654,0,0,0,0,null
9/29/25,10/4/25,Money Management,Connect,122610.5509,0,0,0,0,169401.6899
10/17/22,10/22/22,Money Management,Capital,62758.46475,0,0,0,0,null
10/31/22,11/3/22,Money Management,Instant Payouts,192509.7081,0,0,0,0,null
1/22/24,1/23/24,Money Management,Connect,35978.42356,0,0,0,0,null
12/4/23,12/10/23,Money Management,Capital,74814.24401,0,0,0,0,null
12/18/23,12/21/23,Money Management,Capital,277637.035,0,0,0,0,null
4/7/25,4/7/25,Money Management,Capital,329763.28,0,0,0,0,278061.3024
5/23/22,5/26/22,Money Management,Instant Payouts,189709.0397,0,0,0,0,null
4/18/22,4/20/22,Money Management,Instant Payouts,172213.8758,0,0,0,0,null
3/2/26,3/6/26,Money Management,Connect,518026.2663,0,0,0,0,820575.557
11/3/25,11/7/25,Money Management,Multicurrency Settlement,312342.659,0,0,0,0,285961.5016
5/6/24,5/7/24,Money Management,Connect,-76727.26001,0,0,0,0,null
4/29/24,5/2/24,Money Management,Capital,376527.7414,0,0,0,0,null
1/3/22,1/9/22,Money Management,Capital,19820.05808,0,0,0,0,null
4/22/24,4/22/24,Money Management,Capital,256550.5153,0,0,0,0,null
6/24/19,6/30/19,Money Management,Capital,142155,0,0,0,0,null
8/28/23,8/29/23,Money Management,Instant Payouts,93774.58267,0,0,0,0,null
8/9/21,8/14/21,Money Management,Capital,11958,0,0,0,0,null
5/17/21,5/22/21,Money Management,Connect,9632.193126,0,0,0,0,null
9/23/24,9/25/24,Money Management,Connect,37736.08238,0,0,0,0,null
4/13/26,4/13/26,Money Management,Capital,null,0,0,0,0,364316.9399
2/26/24,3/3/24,Money Management,Capital,101721.546,0,0,0,0,null
4/12/21,4/13/21,Money Management,Instant Payouts,102439.8828,0,0,0,0,null
9/27/21,10/2/21,Money Management,Capital,15278.24,0,0,0,0,null
12/5/22,12/7/22,Money Management,Instant Payouts,217903.5053,0,0,0,0,null
11/16/26,11/22/26,Money Management,Connect,null,0,0,0,0,995476.0712
10/27/25,11/1/25,Money Management,Connect,186429.7415,0,0,0,0,182379.885
12/30/24,1/3/25,Money Management,Instant Payouts,222913.1535,0,0,0,0,494773.1321
3/31/25,4/6/25,Money Management,Capital,113874.99,0,0,0,0,91199.05325
4/7/25,4/8/25,Money Management,Instant Payouts,170112.4027,0,0,0,0,357851.0316
7/6/26,7/8/26,Money Management,Instant Payouts,null,0,0,0,0,444351.7911
6/2/25,6/6/25,Money Management,Connect,712536.6835,0,0,0,0,792579.2538
1/23/23,1/25/23,Money Management,Multicurrency Settlement,78464.66118,0,0,0,0,null
8/14/23,8/20/23,Money Management,Connect,10276.56088,0,0,0,0,null
4/15/24,4/16/24,Money Management,Instant Payouts,102902.0436,0,0,0,0,null
2/24/20,3/1/20,Money Management,Instant Payouts,null,0,0,0,0,null
5/3/21,5/7/21,Money Management,Connect,-291144.0296,0,0,0,0,null
7/10/23,7/15/23,Money Management,Capital,63721.64497,0,0,0,0,null
10/7/24,10/9/24,Money Management,Instant Payouts,132376.5347,0,0,0,0,null
11/7/22,11/7/22,Money Management,Capital,186825.6881,0,0,0,0,null
3/23/26,3/27/26,Money Management,Connect,null,0,0,0,0,591911.6474
3/24/25,3/29/25,Money Management,Multicurrency Settlement,0.128370427,0,0,0,0,0
3/24/25,3/27/25,Money Management,Instant Payouts,166311.8667,0,0,0,0,304806.8347
1/31/22,2/6/22,Money Management,Capital,22048.46905,0,0,0,0,null
9/29/25,10/1/25,Money Management,Connect,2188177.192,0,0,0,0,1741703.27
10/21/24,10/23/24,Money Management,Instant Payouts,136520.6721,0,0,0,0,null
8/15/22,8/17/22,Money Management,Multicurrency Settlement,81380.52642,0,0,0,0,null
9/7/26,9/11/26,Money Management,Instant Payouts,null,0,0,0,0,607537.7631
10/6/25,10/10/25,Money Management,Connect,776993.0266,0,0,0,0,596509.7486
4/19/21,4/22/21,Money Management,Instant Payouts,120881.4439,0,0,0,0,null
12/5/22,12/11/22,Money Management,Instant Payouts,180555.4296,0,0,0,0,null
3/6/23,3/10/23,Money Management,Instant Payouts,220479.0999,0,0,0,0,null
5/4/26,5/4/26,Money Management,Capital,null,0,0,0,0,388552.1492
5/8/23,5/12/23,Money Management,Multicurrency Settlement,135902.8745,0,0,0,0,null
9/28/26,9/28/26,Money Management,Connect,null,0,0,0,0,1733728.486
5/6/24,5/6/24,Money Management,Connect,27479.97011,0,0,0,0,null
12/20/21,12/20/21,Money Management,Connect,616966.8443,0,0,0,0,null
7/21/25,7/27/25,Money Management,Capital,87988.84,0,0,0,0,78620.33355
3/3/25,3/3/25,Money Management,Capital,435570.5,0,0,0,0,283559.5247
5/4/26,5/7/26,Money Management,Capital,null,0,0,0,0,600543.1516
7/11/22,7/14/22,Money Management,Capital,190820.4293,0,0,0,0,null
1/19/26,1/23/26,Money Management,Connect,1048457.43,0,0,0,0,731855.1266
10/4/21,10/9/21,Money Management,Connect,31668.8363,0,0,0,0,null
2/6/23,2/12/23,Money Management,Instant Payouts,191100.8952,0,0,0,0,null
7/15/24,7/17/24,Money Management,Instant Payouts,126028.9984,0,0,0,0,null
12/26/22,12/30/22,Money Management,Capital,254339.8617,0,0,0,0,null
9/20/21,9/25/21,Money Management,Instant Payouts,145550.1675,0,0,0,0,null
10/26/26,11/1/26,Money Management,Capital,null,0,0,0,0,270680.5981
2/24/25,2/25/25,Money Management,Instant Payouts,98149.91055,0,0,0,0,351874.0683
12/29/25,12/29/25,Money Management,Multicurrency Settlement,821298.9563,0,0,0,0,638632.5448
10/12/26,10/14/26,Money Management,Multicurrency Settlement,null,0,0,0,0,429454.4862
12/18/23,12/23/23,Money Management,Connect,15185.32338,0,0,0,0,null
5/26/25,5/27/25,Money Management,Connect,1277859.708,0,0,0,0,1262640.98
2/10/25,2/13/25,Money Management,Instant Payouts,150147.04,0,0,0,0,303890.2839
8/19/19,8/21/19,Money Management,Connect,-2355720.28,0,0,0,0,null
10/26/26,10/31/26,Money Management,Multicurrency Settlement,null,0,0,0,0,-14785.49375
12/30/24,1/3/25,Money Management,Multicurrency Settlement,243040.9529,0,0,0,0,219302.6838
6/24/24,6/28/24,Money Management,Capital,253766.1197,0,0,0,0,null
6/10/24,6/15/24,Money Management,Instant Payouts,148849.288,0,0,0,0,null
2/13/23,2/18/23,Money Management,Instant Payouts,186450.7479,0,0,0,0,null
7/5/21,7/10/21,Money Management,Instant Payouts,123284.0344,0,0,0,0,null
11/2/26,11/5/26,Money Management,Connect,null,0,0,0,0,1956798.041
1/17/22,1/19/22,Money Management,Connect,875356.3278,0,0,0,0,null
8/30/21,9/5/21,Money Management,Capital,6647.58,0,0,0,0,null
11/4/24,11/9/24,Money Management,Instant Payouts,110094.7591,0,0,0,0,null
7/1/24,7/4/24,Money Management,Connect,-64354.08094,0,0,0,0,null
12/20/21,12/25/21,Money Management,Capital,17007.92146,0,0,0,0,null
11/7/22,11/8/22,Money Management,Instant Payouts,182957.9947,0,0,0,0,null
9/18/23,9/21/23,Money Management,Capital,292217.7337,0,0,0,0,null
11/11/24,11/12/24,Money Management,Instant Payouts,187731.7451,0,0,0,0,null
11/23/26,11/23/26,Money Management,Connect,null,0,0,0,0,1761873.878
8/28/23,8/30/23,Money Management,Connect,35793.90678,0,0,0,0,null
10/2/23,10/6/23,Money Management,Multicurrency Settlement,106273.1747,0,0,0,0,null
9/18/23,9/23/23,Money Management,Connect,10047.57046,0,0,0,0,null
2/9/26,2/9/26,Money Management,Capital,448615.1931,0,0,0,0,352386.0492
3/24/25,3/28/25,Money Management,Multicurrency Settlement,186110.7738,0,0,0,0,193805.5902
5/11/26,5/13/26,Money Management,Multicurrency Settlement,null,0,0,0,0,387886
2/20/23,2/23/23,Money Management,Capital,220366.9196,0,0,0,0,null
8/28/23,8/31/23,Money Management,Instant Payouts,104909.4935,0,0,0,0,null
10/11/21,10/14/21,Money Management,Instant Payouts,154610.0891,0,0,0,0,null
4/13/26,4/17/26,Money Management,Capital,null,0,0,0,0,304327.9418
4/24/23,4/28/23,Money Management,Capital,206556.6855,0,0,0,0,null
3/11/24,3/15/24,Money Management,Capital,242659.0205,0,0,0,0,null
1/2/23,1/3/23,Money Management,Instant Payouts,223284.4182,0,0,0,0,null
6/10/24,6/15/24,Money Management,Multicurrency Settlement,-5.044402672,0,0,0,0,null
9/14/26,9/17/26,Money Management,Capital,null,0,0,0,0,610567.7856
10/13/25,10/17/25,Money Management,Instant Payouts,181222.3039,0,0,0,0,504693.1791
2/12/24,2/17/24,Money Management,Multicurrency Settlement,0.086573127,0,0,0,0,null
12/1/25,12/2/25,Money Management,Connect,2221981.183,0,0,0,0,2154544.755
11/16/26,11/21/26,Money Management,Instant Payouts,null,0,0,0,0,455034.3444
5/15/23,5/16/23,Money Management,Connect,22208.05692,0,0,0,0,null
1/15/24,1/20/24,Money Management,Connect,47974.22228,0,0,0,0,null
12/22/25,12/22/25,Money Management,Instant Payouts,479153.2969,0,0,0,0,474987.1503
9/11/23,9/15/23,Money Management,Connect,38269.68313,0,0,0,0,null
12/7/26,12/8/26,Money Management,Connect,null,0,0,0,0,1729189.596
5/8/23,5/13/23,Money Management,Connect,11380.26581,0,0,0,0,null
12/8/25,12/11/25,Money Management,Multicurrency Settlement,498908.3247,0,0,0,0,408940.0651
7/25/22,7/28/22,Money Management,Instant Payouts,193265.5039,0,0,0,0,null
11/10/25,11/15/25,Money Management,Capital,133393.95,0,0,0,0,106677.4427
4/8/24,4/8/24,Money Management,Connect,43100.72937,0,0,0,0,null
9/4/23,9/4/23,Money Management,Instant Payouts,85813.67185,0,0,0,0,null
6/14/21,6/18/21,Money Management,Instant Payouts,132357.4728,0,0,0,0,null
1/23/23,1/28/23,Money Management,Connect,32685.52622,0,0,0,0,null
7/22/24,7/25/24,Money Management,Multicurrency Settlement,267917.483,0,0,0,0,null
5/1/23,5/3/23,Money Management,Instant Payouts,80306.89812,0,0,0,0,null
11/3/25,11/3/25,Money Management,Capital,158656.035,0,0,0,0,297284.623
5/18/26,5/23/26,Money Management,Instant Payouts,null,0,0,0,0,390135.993
12/26/22,12/26/22,Money Management,Capital,64632.07835,0,0,0,0,null
4/15/24,4/16/24,Money Management,Multicurrency Settlement,176837.1768,0,0,0,0,null
11/3/25,11/9/25,Money Management,Multicurrency Settlement,45628.83284,0,0,0,0,123815.3768
12/4/23,12/6/23,Money Management,Capital,168366.0111,0,0,0,0,null
1/9/23,1/15/23,Money Management,Connect,37932.24572,0,0,0,0,null
12/25/23,12/31/23,Money Management,Instant Payouts,72195.17795,0,0,0,0,null
3/27/23,3/30/23,Money Management,Connect,592520.5358,0,0,0,0,null
2/2/26,2/3/26,Money Management,Multicurrency Settlement,312684.489,0,0,0,0,358865.0414
5/8/23,5/12/23,Money Management,Connect,24187.8006,0,0,0,0,null
8/26/24,8/30/24,Money Management,Connect,39313.33369,0,0,0,0,null
7/26/21,8/1/21,Money Management,Instant Payouts,143370.7903,0,0,0,0,null
1/5/26,1/9/26,Money Management,Capital,408099.1431,0,0,0,0,288345.8544
8/8/22,8/10/22,Money Management,Instant Payouts,179174.9156,0,0,0,0,null
5/12/25,5/15/25,Money Management,Connect,1071142.097,0,0,0,0,1015262.923
11/6/23,11/12/23,Money Management,Connect,16395.87933,0,0,0,0,null
2/5/24,2/10/24,Money Management,Multicurrency Settlement,0.021858744,0,0,0,0,null
7/13/26,7/13/26,Money Management,Instant Payouts,null,0,0,0,0,543174.602
5/11/26,5/17/26,Money Management,Connect,null,0,0,0,0,868964.5757
5/26/25,5/26/25,Money Management,Multicurrency Settlement,276222.7905,0,0,0,0,457823.0237
1/26/26,1/27/26,Money Management,Instant Payouts,386515.1176,0,0,0,0,397817.7938
11/3/25,11/7/25,Money Management,Capital,567761.407,0,0,0,0,248333.2712
11/22/21,11/24/21,Money Management,Connect,211263.1081,0,0,0,0,null
6/6/22,6/6/22,Money Management,Connect,772210.5742,0,0,0,0,null
3/6/23,3/6/23,Money Management,Connect,761725.0478,0,0,0,0,null
2/10/25,2/16/25,Money Management,Instant Payouts,109987.2371,0,0,0,0,283822.0704
10/5/26,10/9/26,Money Management,Connect,null,0,0,0,0,780746.7798
5/5/25,5/5/25,Money Management,Connect,1409858.174,0,0,0,0,1683632.548
10/23/23,10/25/23,Money Management,Connect,383906.1302,0,0,0,0,null
5/20/24,5/26/24,Money Management,Capital,103187.5267,0,0,0,0,null
11/10/25,11/12/25,Money Management,Connect,1579508.384,0,0,0,0,1411416.139
9/1/25,9/4/25,Money Management,Capital,325625.2,0,0,0,0,451686.6818
5/30/22,6/3/22,Money Management,Instant Payouts,215643.819,0,0,0,0,null
5/24/21,5/25/21,Money Management,Connect,668515.3597,0,0,0,0,null
6/3/24,6/8/24,Money Management,Connect,-32621.08002,0,0,0,0,null
9/25/23,9/29/23,Money Management,Connect,35473.26551,0,0,0,0,null
6/21/21,6/21/21,Money Management,Connect,415771.5433,0,0,0,0,null
3/27/23,3/29/23,Money Management,Connect,492446.8814,0,0,0,0,null
8/10/26,8/16/26,Money Management,Instant Payouts,null,0,0,0,0,372945.3458
5/8/23,5/12/23,Money Management,Capital,232273.7698,0,0,0,0,null
6/2/25,6/6/25,Money Management,Multicurrency Settlement,244940.1317,0,0,0,0,245100.7275
7/17/23,7/17/23,Money Management,Capital,252614.8584,0,0,0,0,null
5/18/26,5/18/26,Money Management,Capital,null,0,0,0,0,345235.1722
3/28/22,3/30/22,Money Management,Instant Payouts,168661.6622,0,0,0,0,null
1/23/23,1/26/23,Money Management,Connect,517947.4107,0,0,0,0,null
8/15/22,8/17/22,Money Management,Capital,112409.1972,0,0,0,0,null
8/10/26,8/11/26,Money Management,Connect,null,0,0,0,0,1681636.036
8/4/25,8/10/25,Money Management,Capital,58408.7,0,0,0,0,72962.72769
9/13/21,9/16/21,Money Management,Instant Payouts,142445.1815,0,0,0,0,null
5/20/24,5/22/24,Money Management,Instant Payouts,101013.924,0,0,0,0,null
3/18/24,3/20/24,Money Management,Multicurrency Settlement,206968.4604,0,0,0,0,null
5/30/22,5/31/22,Money Management,Multicurrency Settlement,62009.86522,0,0,0,0,null
7/26/21,7/26/21,Money Management,Instant Payouts,137886.6279,0,0,0,0,null
6/9/25,6/11/25,Money Management,Instant Payouts,362185.2016,0,0,0,0,384406.3532
8/18/25,8/19/25,Money Management,Connect,1349760.63,0,0,0,0,1333412.259
6/8/26,6/9/26,Money Management,Capital,null,0,0,0,0,385444.4731
6/13/22,6/15/22,Money Management,Multicurrency Settlement,51819.87343,0,0,0,0,null
4/11/22,4/11/22,Money Management,Connect,770536.2229,0,0,0,0,null
4/20/26,4/22/26,Money Management,Multicurrency Settlement,null,0,0,0,0,375848.32
1/26/26,1/26/26,Money Management,Connect,1449927.291,0,0,0,0,1658107.731
10/28/24,10/31/24,Money Management,Instant Payouts,176493.6526,0,0,0,0,null
6/14/21,6/19/21,Money Management,Instant Payouts,119641.9212,0,0,0,0,null
1/5/26,1/8/26,Money Management,Instant Payouts,402918.2823,0,0,0,0,343568.831
11/8/21,11/10/21,Money Management,Connect,201659.5153,0,0,0,0,null
2/19/24,2/23/24,Money Management,Connect,27310.17715,0,0,0,0,null
11/11/24,11/14/24,Money Management,Multicurrency Settlement,282627.5296,0,0,0,0,null
5/23/22,5/27/22,Money Management,Capital,94675.14202,0,0,0,0,null
12/12/22,12/14/22,Money Management,Instant Payouts,185561.8558,0,0,0,0,null
9/8/25,9/8/25,Money Management,Capital,255357.34,0,0,0,0,270951.468
7/4/22,7/8/22,Money Management,Multicurrency Settlement,9908.524009,0,0,0,0,null
6/9/25,6/12/25,Money Management,Capital,376103.3964,0,0,0,0,435383.6766
3/31/25,4/2/25,Money Management,Multicurrency Settlement,287333.5028,0,0,0,0,354935.0927
6/10/24,6/15/24,Money Management,Connect,-66986.10732,0,0,0,0,null
1/26/26,1/31/26,Money Management,Capital,569836.0624,0,0,0,0,814318.831
2/17/25,2/21/25,Money Management,Connect,46909.39213,0,0,0,0,514955.9467
10/5/26,10/7/26,Money Management,Multicurrency Settlement,null,0,0,0,0,530914.8746
11/23/26,11/27/26,Money Management,Instant Payouts,null,0,0,0,0,639611.821
10/16/23,10/18/23,Money Management,Capital,189094.7029,0,0,0,0,null
7/8/19,7/9/19,Money Management,Instant Payouts,-2125688.138,0,0,0,0,null
