reporting_week,reporting_date,product_pillar,product_grouping,[DROPPED] daily_actual_net_revenue,estimated_fy25_2_10_forecast,estimated_fy25_5_7_forecast,estimated_fy25_8_4_forecast,estimated_fy25_budget,estimated_fy26_budget,daily_actual_gross_revenue
3/9/26,3/11/26,Money Management,Other BaaS Products,,0,0,0,0,-3977.59,0
8/12/24,8/14/24,Money Management,Other BaaS Products,,0,0,0,0,-4936.82,null
9/29/25,9/30/25,Money Management,Other BaaS Products,,0,0,0,0,151420.15,38269.59
1/19/26,1/25/26,Money Management,Other BaaS Products,,0,0,0,0,-2771.75,0
7/14/25,7/18/25,Money Management,Other BaaS Products,,0,0,0,0,-3165.13,0
10/21/24,10/27/24,Money Management,Other BaaS Products,,0,0,0,0,-3744.52,null
12/6/21,12/12/21,Money Management,Other BaaS Products,,0,0,0,0,-5548.11,null
11/17/25,11/23/25,Money Management,Financial Accounts,,0,0,0,0,-9226.17,0
2/24/25,2/28/25,Money Management,Faster Payouts,,0,0,0,0,-147757.6099,346881.2842
10/31/22,11/3/22,Money Management,Other BaaS Products,,0,0,0,0,-22508.9,null
7/15/24,7/15/24,Money Management,Other BaaS Products,,0,0,0,0,-4999.18,null
12/30/24,12/30/24,Money Management,Mass Payouts,,0,0,0,0,557.25,null
1/24/22,1/29/22,Money Management,Other BaaS Products,,0,0,0,0,-9962.27,null
6/15/26,6/16/26,Money Management,Faster Payouts,,0,0,0,0,null,0
5/18/26,5/21/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
4/27/26,4/30/26,Money Management,Bridge,,0,0,0,0,null,6662000
9/22/25,9/27/25,Money Management,Bridge,,0,0,0,0,0,0
3/23/26,3/25/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/30/26,12/2/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/22/26,6/22/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/16/26,11/18/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/30/26,12/4/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/27/26,5/3/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
11/2/26,11/2/26,Money Management,Financial Accounts,,0,0,0,0,null,0
3/3/25,3/3/25,Money Management,Faster Payouts,,0,0,0,0,0,0
9/14/26,9/15/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
11/2/26,11/3/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
4/6/26,4/10/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/9/26,11/9/26,Money Management,Financial Accounts,,0,0,0,0,null,0
10/12/26,10/15/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
5/11/26,5/15/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/9/26,11/11/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
4/20/26,4/25/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/20/26,7/25/26,Money Management,Mass Payouts,,0,0,0,0,null,0
7/27/26,7/28/26,Money Management,Bridge,,0,0,0,0,null,0
5/12/25,5/12/25,Money Management,Bridge,,0,0,0,0,0,0
5/25/26,5/29/26,Money Management,Mass Payouts,,0,0,0,0,null,0
6/29/26,7/5/26,Money Management,Faster Payouts,,0,0,0,0,null,0
7/20/26,7/24/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/6/26,4/6/26,Money Management,Financial Accounts,,0,0,0,0,null,0
5/25/26,5/31/26,Money Management,Mass Payouts,,0,0,0,0,null,233679.91
12/21/26,12/24/26,Money Management,Faster Payouts,,0,0,0,0,null,0
4/21/25,4/26/25,Money Management,Other BaaS Products,,0,0,0,0,-4125.52,0
1/3/22,1/6/22,Money Management,Other BaaS Products,,0,0,0,0,-10097.62,null
8/11/25,8/17/25,Money Management,Faster Payouts,,0,0,0,0,14974.85069,0
9/2/24,9/4/24,Money Management,Other BaaS Products,,0,0,0,0,-9536.58,null
1/3/22,1/8/22,Money Management,Other BaaS Products,,0,0,0,0,-10230.19,null
9/8/25,9/12/25,Money Management,Other BaaS Products,,0,0,0,0,-2993.29,0
4/3/23,4/7/23,Money Management,Other BaaS Products,,0,0,0,0,-6352.28,null
6/2/25,6/4/25,Money Management,Other BaaS Products,,0,0,0,0,-6446.55,0
11/25/24,11/29/24,Money Management,Other BaaS Products,,0,0,0,0,-3874.18,null
4/14/25,4/20/25,Money Management,Financial Accounts,,0,0,0,0,-4369.63,0
2/5/24,2/6/24,Money Management,Other BaaS Products,,0,0,0,0,-7438.35,null
10/6/25,10/12/25,Money Management,Mass Payouts,,0,0,0,0,347.9023555,0
2/10/25,2/15/25,Money Management,Mass Payouts,,0,0,0,0,54,0
8/5/24,8/9/24,Money Management,Mass Payouts,,0,0,0,0,30.25,null
4/28/25,5/1/25,Money Management,Other BaaS Products,,0,0,0,0,-12319.05,0
2/12/24,2/16/24,Money Management,Other BaaS Products,,0,0,0,0,-6260.92,null
11/1/21,11/3/21,Money Management,Other BaaS Products,,0,0,0,0,-23386.11,null
1/20/25,1/24/25,Money Management,Mass Payouts,,0,0,0,0,656,0
7/15/24,7/19/24,Money Management,Other BaaS Products,,0,0,0,0,-5540.5,null
8/18/25,8/20/25,Money Management,Faster Payouts,,0,0,0,0,23989.26202,0
9/22/25,9/23/25,Money Management,Faster Payouts,,0,0,0,0,37220.19286,0
1/12/26,1/14/26,Money Management,Faster Payouts,,0,0,0,0,53332.10641,0
9/4/23,9/4/23,Money Management,Other BaaS Products,,0,0,0,0,-4075.02,null
12/16/24,12/20/24,Money Management,Mass Payouts,,0,0,0,0,2094.5,null
11/10/25,11/10/25,Money Management,Financial Accounts,,0,0,0,0,-5285.276792,0
5/23/22,5/25/22,Money Management,Other BaaS Products,,0,0,0,0,-14285.31,null
9/29/25,10/3/25,Money Management,Faster Payouts,,0,0,0,0,50894.70518,0
2/16/26,2/21/26,Money Management,Faster Payouts,,0,0,0,0,36606.34078,0
12/1/25,12/7/25,Money Management,Financial Accounts,,0,0,0,0,-5473.408011,0
8/30/21,8/31/21,Money Management,Other BaaS Products,,0,0,0,0,522398.5065,null
1/23/23,1/29/23,Money Management,Other BaaS Products,,0,0,0,0,-5955.15,null
3/4/24,3/4/24,Money Management,Other BaaS Products,,0,0,0,0,-4365.34,null
8/5/24,8/11/24,Money Management,Other BaaS Products,,0,0,0,0,-3486.03,null
2/10/25,2/11/25,Money Management,Mass Payouts,,0,0,0,0,404.5604477,0
12/12/22,12/12/22,Money Management,Financial Accounts,,0,0,0,0,-17065.27,null
5/1/23,5/7/23,Money Management,Other BaaS Products,,0,0,0,0,-4181.83,null
6/24/24,6/28/24,Money Management,Other BaaS Products,,0,0,0,0,-6229.6,null
8/11/25,8/16/25,Money Management,Other BaaS Products,,0,0,0,0,-3547.49,0
8/4/25,8/9/25,Money Management,Faster Payouts,,0,0,0,0,14195.04325,0
6/26/23,7/1/23,Money Management,Other BaaS Products,,0,0,0,0,-10485.35,null
7/14/25,7/20/25,Money Management,Mass Payouts,,0,0,0,0,642.1907182,0
5/30/22,5/31/22,Money Management,Financial Accounts,,0,0,0,0,7432.13,null
12/27/21,12/27/21,Money Management,Other BaaS Products,,0,0,0,0,-4303.73,null
11/30/20,11/30/20,Money Management,Other BaaS Products,,0,0,0,0,109749.0397,null
9/26/22,9/30/22,Money Management,Other BaaS Products,,0,0,0,0,370536.1403,null
3/11/24,3/14/24,Money Management,Financial Accounts,,0,0,0,0,0,null
4/8/24,4/12/24,Money Management,Other BaaS Products,,0,0,0,0,-5719.9,null
9/5/22,9/7/22,Money Management,Other BaaS Products,,0,0,0,0,-17183.97,null
2/6/23,2/10/23,Money Management,Other BaaS Products,,0,0,0,0,-9187.91,null
5/23/22,5/23/22,Money Management,Other BaaS Products,,0,0,0,0,-6135.53,null
5/12/25,5/17/25,Money Management,Financial Accounts,,0,0,0,0,-4465.97,0
1/17/22,1/23/22,Money Management,Other BaaS Products,,0,0,0,0,-7054.04,null
1/12/26,1/13/26,Money Management,Faster Payouts,,0,0,0,0,53648.66666,0
9/1/25,9/4/25,Money Management,Faster Payouts,,0,0,0,0,35666.50749,0
1/12/26,1/12/26,Money Management,Other BaaS Products,,0,0,0,0,-2862.07,0
12/16/24,12/21/24,Money Management,Other BaaS Products,,0,0,0,0,-4595.67,null
9/2/24,9/2/24,Money Management,Other BaaS Products,,0,0,0,0,-16916.59,null
3/31/25,4/6/25,Money Management,Financial Accounts,,0,0,0,0,-3498.84,0
12/7/26,12/10/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
12/14/26,12/16/26,Money Management,Bridge,,0,0,0,0,null,0
10/12/26,10/16/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/27/26,5/3/26,Money Management,Financial Accounts,,0,0,0,0,null,0
4/27/26,4/27/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
12/14/26,12/17/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/20/26,7/25/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/4/26,5/5/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/27/26,8/2/26,Money Management,Bridge,,0,0,0,0,null,0
3/23/26,3/28/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
3/3/25,3/9/25,Money Management,Mass Payouts,,0,0,0,0,0,0
7/6/26,7/8/26,Money Management,Faster Payouts,,0,0,0,0,null,0
4/6/26,4/8/26,Money Management,Mass Payouts,,0,0,0,0,null,0
3/24/25,3/26/25,Money Management,Bridge,,0,0,0,0,0,0
8/10/26,8/10/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/17/26,8/21/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/15/26,6/18/26,Money Management,Mass Payouts,,0,0,0,0,null,0
5/26/25,5/27/25,Money Management,Bridge,,0,0,0,0,0,0
8/24/26,8/30/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/7/26,12/11/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/27/26,7/31/26,Money Management,Mass Payouts,,0,0,0,0,null,353351.16
5/25/26,5/29/26,Money Management,Financial Accounts,,0,0,0,0,null,0
8/31/26,9/1/26,Money Management,Faster Payouts,,0,0,0,0,null,0
7/13/26,7/15/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
5/4/26,5/8/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/31/26,9/3/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
1/12/26,1/17/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
7/20/26,7/26/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/28/26,10/4/26,Money Management,Faster Payouts,,0,0,0,0,null,0
1/19/26,1/24/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
4/7/25,4/7/25,Money Management,Faster Payouts,,0,0,0,0,0,0
8/17/26,8/17/26,Money Management,Financial Accounts,,0,0,0,0,null,0
12/21/26,12/22/26,Money Management,Bridge,,0,0,0,0,null,0
3/3/25,3/5/25,Money Management,Faster Payouts,,0,0,0,0,0,0
10/5/26,10/7/26,Money Management,Faster Payouts,,0,0,0,0,null,0
7/27/26,7/29/26,Money Management,Bridge,,0,0,0,0,null,0
10/5/26,10/9/26,Money Management,Faster Payouts,,0,0,0,0,null,0
1/19/26,1/19/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
3/10/25,3/11/25,Money Management,Financial Accounts,,0,0,0,0,0,0
12/15/25,12/21/25,Money Management,Bridge,,0,0,0,0,0,0
4/21/25,4/22/25,Money Management,Mass Payouts,,0,0,0,0,0,0
12/21/26,12/21/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/11/25,8/13/25,Money Management,Bridge,,0,0,0,0,0,0
6/8/26,6/8/26,Money Management,Financial Accounts,,0,0,0,0,null,0
12/14/26,12/14/26,Money Management,Mass Payouts,,0,0,0,0,null,0
2/17/25,2/17/25,Money Management,Bridge,,0,0,0,0,0,0
11/2/26,11/6/26,Money Management,Bridge,,0,0,0,0,null,0
9/7/26,9/12/26,Money Management,Mass Payouts,,0,0,0,0,null,0
7/13/26,7/13/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/1/26,6/6/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/31/26,9/4/26,Money Management,Faster Payouts,,0,0,0,0,null,0
5/11/26,5/15/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
9/7/26,9/11/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
2/10/25,2/14/25,Money Management,Faster Payouts,,0,0,0,0,0,0
1/19/26,1/20/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
4/13/26,4/18/26,Money Management,Financial Accounts,,0,0,0,0,null,0
5/19/25,5/20/25,Money Management,Bridge,,0,0,0,0,0,0
11/17/25,11/22/25,Money Management,Bridge,,0,0,0,0,0,0
5/18/26,5/24/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/8/26,6/10/26,Money Management,Mass Payouts,,0,0,0,0,null,0
12/30/24,12/31/24,Money Management,Mass Payouts,,0,0,0,0,481.75,null
8/1/22,8/3/22,Money Management,Other BaaS Products,,0,0,0,0,-19636.51,null
9/5/22,9/9/22,Money Management,Other BaaS Products,,0,0,0,0,-19228.35,null
10/13/25,10/15/25,Money Management,Other BaaS Products,,0,0,0,0,-5694.71,0
9/23/24,9/24/24,Money Management,Mass Payouts,,0,0,0,0,53.25,null
7/1/24,7/4/24,Money Management,Financial Accounts,,0,0,0,0,0,null
7/8/24,7/10/24,Money Management,Other BaaS Products,,0,0,0,0,-8939.42,null
2/12/24,2/14/24,Money Management,Other BaaS Products,,0,0,0,0,-5611.47,null
8/18/25,8/24/25,Money Management,Other BaaS Products,,0,0,0,0,-1981.15,0
1/27/25,1/30/25,Money Management,Mass Payouts,,0,0,0,0,472.25,0
9/16/24,9/19/24,Money Management,Other BaaS Products,,0,0,0,0,-6675.11,null
7/7/25,7/12/25,Money Management,Mass Payouts,,0,0,0,0,21.5,0
6/6/22,6/9/22,Money Management,Other BaaS Products,,0,0,0,0,-14203.93,null
3/31/25,3/31/25,Money Management,Other BaaS Products,,0,0,0,0,243893.27,65555.95
12/6/21,12/9/21,Money Management,Other BaaS Products,,0,0,0,0,-14439.99,null
9/2/24,9/7/24,Money Management,Financial Accounts,,0,0,0,0,-1426705.87,null
9/1/25,9/1/25,Money Management,Financial Accounts,,0,0,0,0,-4496.066933,0
10/20/25,10/25/25,Money Management,Other BaaS Products,,0,0,0,0,-3208.96,0
6/2/25,6/8/25,Money Management,Mass Payouts,,0,0,0,0,2,0
8/12/24,8/15/24,Money Management,Other BaaS Products,,0,0,0,0,-7127.93,null
1/6/25,1/11/25,Money Management,Mass Payouts,,0,0,0,0,69,0
7/7/25,7/11/25,Money Management,Other BaaS Products,,0,0,0,0,-4127.31,0
10/6/25,10/10/25,Money Management,Mass Payouts,,0,0,0,0,2420.375024,0
9/8/25,9/12/25,Money Management,Faster Payouts,,0,0,0,0,27645.83848,0
2/10/25,2/14/25,Money Management,Other BaaS Products,,0,0,0,0,-5390.25,0
4/25/22,4/27/22,Money Management,Other BaaS Products,,0,0,0,0,-8805.44,null
4/3/23,4/3/23,Money Management,Other BaaS Products,,0,0,0,0,-14979.8,null
9/30/24,10/3/24,Money Management,Other BaaS Products,,0,0,0,0,-8954.05,null
2/9/26,2/15/26,Money Management,Mass Payouts,,0,0,0,0,16842.45549,0
8/25/25,8/29/25,Money Management,Financial Accounts,,0,0,0,0,-4267.119081,0
10/11/21,10/11/21,Money Management,Other BaaS Products,,0,0,0,0,-5208.37,null
5/1/23,5/1/23,Money Management,Other BaaS Products,,0,0,0,0,-4473.76,null
6/30/25,7/2/25,Money Management,Other BaaS Products,,0,0,0,0,-16680.55,0
1/5/26,1/9/26,Money Management,Other BaaS Products,,0,0,0,0,-3123.7,0
7/21/25,7/27/25,Money Management,Faster Payouts,,0,0,0,0,11408.72244,0
8/7/23,8/12/23,Money Management,Other BaaS Products,,0,0,0,0,-7115.3,null
8/19/24,8/23/24,Money Management,Other BaaS Products,,0,0,0,0,-6735.67,null
6/27/22,6/27/22,Money Management,Other BaaS Products,,0,0,0,0,-4832.79,null
9/18/23,9/24/23,Money Management,Other BaaS Products,,0,0,0,0,-3696.88,null
9/29/25,10/3/25,Money Management,Other BaaS Products,,0,0,0,0,-6894.8,0
5/30/22,6/2/22,Money Management,Other BaaS Products,,0,0,0,0,-18561.06,null
10/28/24,11/1/24,Money Management,Faster Payouts,,0,0,0,0,280882.018,null
11/3/25,11/7/25,Money Management,Other BaaS Products,,0,0,0,0,-3250.24,0
7/24/23,7/24/23,Money Management,Other BaaS Products,,0,0,0,0,-4278.99,null
2/16/26,2/19/26,Money Management,Other BaaS Products,,0,0,0,0,-4333.52,0
7/7/25,7/13/25,Money Management,Mass Payouts,,0,0,0,0,602.3035198,0
6/2/25,6/3/25,Money Management,Mass Payouts,,0,0,0,0,1749.27722,0
1/27/25,2/1/25,Money Management,Mass Payouts,,0,0,0,0,29,0
9/28/20,10/1/20,Money Management,Other BaaS Products,,0,0,0,0,0,null
4/27/26,4/30/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
9/28/26,9/28/26,Money Management,Bridge,,0,0,0,0,null,0
1/5/26,1/7/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
6/2/25,6/5/25,Money Management,Bridge,,0,0,0,0,0,0
6/29/26,7/3/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/7/26,9/12/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/21/26,9/23/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
1/13/25,1/15/25,Money Management,Faster Payouts,,0,0,0,0,0,0
6/29/26,7/4/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/19/25,5/25/25,Money Management,Bridge,,0,0,0,0,0,0
9/14/26,9/16/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/9/26,11/14/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
12/28/26,12/30/26,Money Management,Mass Payouts,,0,0,0,0,null,0
10/12/26,10/15/26,Money Management,Bridge,,0,0,0,0,null,0
11/3/25,11/9/25,Money Management,Bridge,,0,0,0,0,0,0
3/17/25,3/21/25,Money Management,Bridge,,0,0,0,0,0,0
6/15/26,6/18/26,Money Management,Financial Accounts,,0,0,0,0,null,0
12/14/26,12/18/26,Money Management,Bridge,,0,0,0,0,null,0
12/7/26,12/11/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/10/26,8/10/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
1/26/26,1/26/26,Money Management,Bridge,,0,0,0,0,0,0
3/10/25,3/11/25,Money Management,Bridge,,0,0,0,0,0,0
7/6/26,7/7/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/1/26,6/7/26,Money Management,Bridge,,0,0,0,0,null,0
6/22/26,6/23/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/14/26,9/18/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/13/26,7/13/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/2/26,11/3/26,Money Management,Bridge,,0,0,0,0,null,0
9/28/26,10/1/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
12/14/26,12/17/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/2/26,11/7/26,Money Management,Bridge,,0,0,0,0,null,0
3/17/25,3/20/25,Money Management,Faster Payouts,,0,0,0,0,0,0
3/23/26,3/26/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/30/26,12/3/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/15/26,6/19/26,Money Management,Financial Accounts,,0,0,0,0,null,0
5/4/26,5/5/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/8/25,9/9/25,Money Management,Bridge,,0,0,0,0,0,0
9/21/26,9/22/26,Money Management,Mass Payouts,,0,0,0,0,null,0
10/5/26,10/6/26,Money Management,Bridge,,0,0,0,0,null,0
10/12/26,10/18/26,Money Management,Faster Payouts,,0,0,0,0,null,0
3/24/25,3/25/25,Money Management,Bridge,,0,0,0,0,0,0
11/2/26,11/3/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/9/26,11/10/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
4/6/26,4/12/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/27/26,7/27/26,Money Management,Faster Payouts,,0,0,0,0,null,0
8/3/26,8/7/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
3/17/25,3/20/25,Money Management,Financial Accounts,,0,0,0,0,0,0
12/14/26,12/20/26,Money Management,Mass Payouts,,0,0,0,0,null,0
7/13/26,7/18/26,Money Management,Financial Accounts,,0,0,0,0,null,0
6/8/26,6/13/26,Money Management,Financial Accounts,,0,0,0,0,null,0
4/20/26,4/26/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/10/26,8/16/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/3/26,8/5/26,Money Management,Bridge,,0,0,0,0,null,0
7/13/26,7/17/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/21/26,9/27/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/7/26,9/10/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/29/26,7/1/26,Money Management,Bridge,,0,0,0,0,null,0
12/21/26,12/26/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/6/26,7/11/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/3/26,8/6/26,Money Management,Mass Payouts,,0,0,0,0,null,0
6/8/26,6/11/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/23/25,6/26/25,Money Management,Bridge,,0,0,0,0,0,0
11/16/26,11/19/26,Money Management,Mass Payouts,,0,0,0,0,null,0
3/9/26,3/10/26,Money Management,Bridge,,0,0,0,0,0,0
4/6/26,4/10/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
2/23/26,3/1/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
10/20/25,10/23/25,Money Management,Bridge,,0,0,0,0,0,0
5/25/26,5/31/26,Money Management,Other BaaS Products,,0,0,0,0,null,98880
8/31/26,9/4/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/28/25,5/1/25,Money Management,Mass Payouts,,0,0,0,0,0,0
11/23/26,11/27/26,Money Management,Bridge,,0,0,0,0,null,0
5/18/26,5/21/26,Money Management,Mass Payouts,,0,0,0,0,null,0
6/23/25,6/29/25,Money Management,Bridge,,0,0,0,0,0,0
12/14/26,12/14/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/14/26,12/18/26,Money Management,Financial Accounts,,0,0,0,0,null,0
6/22/26,6/28/26,Money Management,Mass Payouts,,0,0,0,0,null,0
12/21/26,12/25/26,Money Management,Mass Payouts,,0,0,0,0,null,0
9/21/26,9/27/26,Money Management,Bridge,,0,0,0,0,null,0
10/26/26,10/26/26,Money Management,Faster Payouts,,0,0,0,0,null,0
3/10/25,3/15/25,Money Management,Faster Payouts,,0,0,0,0,0,0
5/25/26,5/31/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/3/26,8/6/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/16/26,11/17/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/25/26,5/27/26,Money Management,Financial Accounts,,0,0,0,0,null,0
4/20/26,4/24/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/27/26,7/28/26,Money Management,Mass Payouts,,0,0,0,0,null,0
10/5/26,10/7/26,Money Management,Mass Payouts,,0,0,0,0,null,0
12/7/26,12/12/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/10/26,8/12/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/6/26,7/6/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/25/26,5/29/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
2/2/26,2/8/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
10/20/25,10/26/25,Money Management,Bridge,,0,0,0,0,0,0
7/27/26,7/30/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/6/26,7/10/26,Money Management,Faster Payouts,,0,0,0,0,null,0
1/27/25,2/2/25,Money Management,Faster Payouts,,0,0,0,0,0,0
