reporting_week,reporting_date,product_pillar,product_grouping,[DROPPED] daily_actual_net_revenue,estimated_fy25_2_10_forecast,estimated_fy25_5_7_forecast,estimated_fy25_8_4_forecast,estimated_fy25_budget,estimated_fy26_budget,daily_actual_gross_revenue
9/28/26,10/4/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/22/26,6/25/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
4/20/26,4/24/26,Money Management,Financial Accounts,,0,0,0,0,null,0
8/3/26,8/8/26,Money Management,Faster Payouts,,0,0,0,0,null,0
5/25/26,5/31/26,Money Management,Financial Accounts,,0,0,0,0,null,1042365.23
6/30/25,7/3/25,Money Management,Bridge,,0,0,0,0,0,0
7/7/25,7/12/25,Money Management,Bridge,,0,0,0,0,0,0
8/3/26,8/9/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
8/3/26,8/6/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
9/28/26,10/1/26,Money Management,Faster Payouts,,0,0,0,0,null,0
6/29/26,7/3/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/27/26,7/30/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/16/26,11/17/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/17/26,8/20/26,Money Management,Mass Payouts,,0,0,0,0,null,0
7/7/25,7/10/25,Money Management,Bridge,,0,0,0,0,0,0
4/21/25,4/24/25,Money Management,Mass Payouts,,0,0,0,0,0,0
2/10/25,2/15/25,Money Management,Faster Payouts,,0,0,0,0,0,0
10/26/26,10/30/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
2/9/26,2/13/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
3/30/26,3/31/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/31/26,9/1/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/22/26,6/23/26,Money Management,Financial Accounts,,0,0,0,0,null,0
8/10/26,8/13/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/29/26,6/29/26,Money Management,Faster Payouts,,0,0,0,0,null,0
8/31/26,8/31/26,Money Management,Bridge,,0,0,0,0,null,7202000
3/24/25,3/26/25,Money Management,Faster Payouts,,0,0,0,0,0,0
6/22/26,6/26/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/30/26,12/3/26,Money Management,Mass Payouts,,0,0,0,0,null,0
9/4/23,9/6/23,Money Management,Other BaaS Products,,0,0,0,0,-7379.27,null
3/2/26,3/7/26,Money Management,Mass Payouts,,0,0,0,0,17846.53333,0
1/17/22,1/20/22,Money Management,Other BaaS Products,,0,0,0,0,-9640.25,null
6/9/25,6/12/25,Money Management,Other BaaS Products,,0,0,0,0,-3852.67,0
2/22/21,2/28/21,Money Management,Other BaaS Products,,0,0,0,0,226800.3139,null
6/16/25,6/19/25,Money Management,Financial Accounts,,0,0,0,0,-4951.41,0
3/10/25,3/13/25,Money Management,Other BaaS Products,,0,0,0,0,-5005.37,0
4/7/25,4/11/25,Money Management,Other BaaS Products,,0,0,0,0,-6785.48,0
9/2/24,9/4/24,Money Management,Mass Payouts,,0,0,0,0,45.25,null
9/12/22,9/14/22,Money Management,Other BaaS Products,,0,0,0,0,-8951.78,null
8/30/21,8/31/21,Money Management,Financial Accounts,,0,0,0,0,560.57,null
5/20/24,5/21/24,Money Management,Financial Accounts,,0,0,0,0,0,null
6/2/25,6/2/25,Money Management,Faster Payouts,,0,0,0,0,27392.72009,0
10/24/22,10/30/22,Money Management,Other BaaS Products,,0,0,0,0,-4932.83,null
6/27/22,6/28/22,Money Management,Financial Accounts,,0,0,0,0,0,null
9/15/25,9/15/25,Money Management,Mass Payouts,,0,0,0,0,2534.21072,0
12/2/24,12/2/24,Money Management,Other BaaS Products,,0,0,0,0,-18916.02,null
3/3/25,3/6/25,Money Management,Financial Accounts,,0,0,0,0,-1679637.39,0
1/27/25,1/28/25,Money Management,Other BaaS Products,,0,0,0,0,-6860.54,0
11/20/23,11/25/23,Money Management,Other BaaS Products,,0,0,0,0,-5423.11,null
6/10/24,6/15/24,Money Management,Mass Payouts,,0,0,0,0,4,null
8/5/24,8/7/24,Money Management,Mass Payouts,,0,0,0,0,50,null
5/6/24,5/6/24,Money Management,Other BaaS Products,,0,0,0,0,-3375.99,null
1/30/23,2/1/23,Money Management,Other BaaS Products,,0,0,0,0,-7238.55,null
9/29/25,10/1/25,Money Management,Mass Payouts,,0,0,0,0,2470.201789,0
12/6/21,12/7/21,Money Management,Other BaaS Products,,0,0,0,0,-12377.26,null
8/5/24,8/8/24,Money Management,Financial Accounts,,0,0,0,0,-318671.63,null
7/14/25,7/18/25,Money Management,Financial Accounts,,0,0,0,0,-4604.083156,0
11/17/25,11/19/25,Money Management,Other BaaS Products,,0,0,0,0,-4560.9,0
11/11/24,11/12/24,Money Management,Mass Payouts,,0,0,0,0,931.5,null
9/27/21,9/30/21,Money Management,Financial Accounts,,0,0,0,0,-14003,null
3/17/25,3/19/25,Money Management,Financial Accounts,,0,0,0,0,9.4,0
11/10/25,11/12/25,Money Management,Financial Accounts,,0,0,0,0,-4774.995475,0
7/1/24,7/5/24,Money Management,Other BaaS Products,,0,0,0,0,-3969.66,null
7/1/24,7/1/24,Money Management,Financial Accounts,,0,0,0,0,-114189.52,null
4/21/25,4/25/25,Money Management,Faster Payouts,,0,0,0,0,16112.58836,0
5/5/25,5/11/25,Money Management,Faster Payouts,,0,0,0,0,8520.838926,0
10/2/23,10/6/23,Money Management,Other BaaS Products,,0,0,0,0,-9376.49,null
11/27/23,11/29/23,Money Management,Financial Accounts,,0,0,0,0,0,null
3/2/26,3/8/26,Money Management,Faster Payouts,,0,0,0,0,27169.84095,0
1/13/25,1/14/25,Money Management,Other BaaS Products,,0,0,0,0,-7971.58,0
7/28/25,7/30/25,Money Management,Other BaaS Products,,0,0,0,0,-2696.27,0
1/5/26,1/7/26,Money Management,Mass Payouts,,0,0,0,0,10815.91768,0
9/14/26,9/19/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/1/26,6/3/26,Money Management,Financial Accounts,,0,0,0,0,null,0
2/17/25,2/23/25,Money Management,Financial Accounts,,0,0,0,0,0,0
11/23/26,11/26/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/30/26,11/30/26,Money Management,Financial Accounts,,0,0,0,0,null,1515454.58
1/19/26,1/23/26,Money Management,Bridge,,0,0,0,0,0,0
6/8/26,6/8/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
4/21/25,4/27/25,Money Management,Mass Payouts,,0,0,0,0,0,0
11/23/26,11/25/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/2/25,6/3/25,Money Management,Bridge,,0,0,0,0,0,0
3/30/26,4/5/26,Money Management,Mass Payouts,,0,0,0,0,null,0
2/24/25,2/27/25,Money Management,Bridge,,0,0,0,0,0,0
8/31/26,9/6/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/30/26,12/1/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
12/21/26,12/22/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/1/25,9/2/25,Money Management,Bridge,,0,0,0,0,0,0
6/1/26,6/7/26,Money Management,Mass Payouts,,0,0,0,0,null,0
7/20/26,7/25/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
5/11/26,5/12/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/7/26,9/7/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/21/26,9/27/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
2/24/25,3/2/25,Money Management,Faster Payouts,,0,0,0,0,0,0
12/7/26,12/10/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/15/26,6/16/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
9/1/25,9/6/25,Money Management,Bridge,,0,0,0,0,0,0
9/8/25,9/8/25,Money Management,Bridge,,0,0,0,0,0,0
11/2/26,11/7/26,Money Management,Mass Payouts,,0,0,0,0,null,0
10/19/26,10/25/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/13/26,7/14/26,Money Management,Mass Payouts,,0,0,0,0,null,0
3/23/26,3/29/26,Money Management,Bridge,,0,0,0,0,null,0
7/13/26,7/13/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
5/25/26,5/29/26,Money Management,Bridge,,0,0,0,0,null,0
5/11/26,5/11/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
2/24/25,2/25/25,Money Management,Bridge,,0,0,0,0,0,0
1/12/26,1/13/26,Money Management,Bridge,,0,0,0,0,0,0
7/20/26,7/26/26,Money Management,Mass Payouts,,0,0,0,0,null,0
10/28/24,10/30/24,Money Management,Other BaaS Products,,0,0,0,0,-5346.5,null
4/10/23,4/10/23,Money Management,Financial Accounts,,0,0,0,0,-0.18,null
9/2/24,9/6/24,Money Management,Financial Accounts,,0,0,0,0,-404009.59,null
7/28/25,8/1/25,Money Management,Financial Accounts,,0,0,0,0,-4729.543084,0
1/1/24,1/1/24,Money Management,Financial Accounts,,0,0,0,0,-120659.51,null
11/27/23,12/1/23,Money Management,Financial Accounts,,0,0,0,0,-109408.08,null
7/7/25,7/7/25,Money Management,Other BaaS Products,,0,0,0,0,-2147.66,0
3/31/25,4/3/25,Money Management,Other BaaS Products,,0,0,0,0,-7925.05,0
8/4/25,8/8/25,Money Management,Mass Payouts,,0,0,0,0,4068.951463,0
2/9/26,2/14/26,Money Management,Faster Payouts,,0,0,0,0,36041.79744,0
10/6/25,10/9/25,Money Management,Financial Accounts,,0,0,0,0,-6586.241515,0
10/16/23,10/16/23,Money Management,Other BaaS Products,,0,0,0,0,-4674.58,null
7/22/24,7/23/24,Money Management,Financial Accounts,,0,0,0,0,0,null
9/15/25,9/21/25,Money Management,Faster Payouts,,0,0,0,0,18919.07769,0
11/24/25,11/30/25,Money Management,Other BaaS Products,,0,0,0,0,155400.1,36032.73
1/27/25,1/27/25,Money Management,Mass Payouts,,0,0,0,0,369.75,0
4/28/25,4/29/25,Money Management,Faster Payouts,,0,0,0,0,15356.97721,0
8/5/24,8/6/24,Money Management,Other BaaS Products,,0,0,0,0,-9140.57,null
10/6/25,10/6/25,Money Management,Other BaaS Products,,0,0,0,0,-3152.95,0
3/17/25,3/21/25,Money Management,Mass Payouts,,0,0,0,0,2866.302399,0
8/14/23,8/14/23,Money Management,Other BaaS Products,,0,0,0,0,-4511.99,null
2/13/23,2/17/23,Money Management,Other BaaS Products,,0,0,0,0,-7173.93,null
1/12/26,1/14/26,Money Management,Mass Payouts,,0,0,0,0,17831.12289,0
10/30/23,11/1/23,Money Management,Financial Accounts,,0,0,0,0,-10433.16,null
8/11/25,8/16/25,Money Management,Faster Payouts,,0,0,0,0,19609.10376,0
1/5/26,1/11/26,Money Management,Mass Payouts,,0,0,0,0,16272.31909,0
10/13/25,10/18/25,Money Management,Mass Payouts,,0,0,0,0,190.1529861,0
11/18/24,11/21/24,Money Management,Other BaaS Products,,0,0,0,0,-5276.85,null
9/23/24,9/27/24,Money Management,Other BaaS Products,,0,0,0,0,-6984.83,null
8/11/25,8/12/25,Money Management,Mass Payouts,,0,0,0,0,2456.192245,0
9/8/25,9/14/25,Money Management,Financial Accounts,,0,0,0,0,-5588.58,0
6/9/25,6/13/25,Money Management,Mass Payouts,,0,0,0,0,2619.196182,0
12/30/24,1/5/25,Money Management,Other BaaS Products,,0,0,0,0,-2685.91,0
7/31/23,8/2/23,Money Management,Financial Accounts,,0,0,0,0,0,null
3/25/24,3/27/24,Money Management,Other BaaS Products,,0,0,0,0,-7582.51,null
8/18/25,8/21/25,Money Management,Financial Accounts,,0,0,0,0,-4798.634398,0
6/30/25,7/3/25,Money Management,Financial Accounts,,0,0,0,0,-90296.54,0
2/12/24,2/13/24,Money Management,Other BaaS Products,,0,0,0,0,-5677.22,null
11/4/24,11/6/24,Money Management,Financial Accounts,,0,0,0,0,0,null
8/1/22,8/5/22,Money Management,Other BaaS Products,,0,0,0,0,-9313.16,null
12/25/23,12/26/23,Money Management,Other BaaS Products,,0,0,0,0,-2079.39,null
4/10/23,4/15/23,Money Management,Other BaaS Products,,0,0,0,0,-6012.33,null
5/27/24,5/28/24,Money Management,Faster Payouts,,0,0,0,0,50.81700462,null
8/4/25,8/5/25,Money Management,Other BaaS Products,,0,0,0,0,-6486.72,0
9/1/25,9/4/25,Money Management,Mass Payouts,,0,0,0,0,1885.092531,0
2/23/26,2/28/26,Money Management,Financial Accounts,,0,0,0,0,1718225.494,848878.96
5/6/24,5/7/24,Money Management,Other BaaS Products,,0,0,0,0,-5115.44,null
1/26/26,1/31/26,Money Management,Other BaaS Products,,0,0,0,0,135331.94,3200
3/10/25,3/11/25,Money Management,Mass Payouts,,0,0,0,0,422.3019996,0
7/7/25,7/13/25,Money Management,Bridge,,0,0,0,0,0,0
7/6/26,7/8/26,Money Management,Bridge,,0,0,0,0,null,0
3/23/26,3/26/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/23/26,11/24/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
11/30/26,12/4/26,Money Management,Bridge,,0,0,0,0,null,0
9/14/26,9/16/26,Money Management,Bridge,,0,0,0,0,null,0
10/19/26,10/21/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/23/25,6/27/25,Money Management,Bridge,,0,0,0,0,0,0
10/6/25,10/10/25,Money Management,Bridge,,0,0,0,0,0,0
7/28/25,8/3/25,Money Management,Bridge,,0,0,0,0,0,0
1/27/25,2/2/25,Money Management,Bridge,,0,0,0,0,0,0
10/12/26,10/12/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
2/23/26,2/23/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
9/7/26,9/8/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
10/19/26,10/22/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/9/26,11/14/26,Money Management,Mass Payouts,,0,0,0,0,null,0
3/30/26,4/4/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/14/25,4/17/25,Money Management,Bridge,,0,0,0,0,0,0
7/14/25,7/17/25,Money Management,Bridge,,0,0,0,0,0,0
12/14/26,12/17/26,Money Management,Bridge,,0,0,0,0,null,0
10/12/26,10/16/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/28/26,10/1/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/31/26,9/3/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/8/25,12/11/25,Money Management,Bridge,,0,0,0,0,0,0
9/14/26,9/20/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/9/26,11/11/26,Money Management,Faster Payouts,,0,0,0,0,null,0
3/23/26,3/23/26,Money Management,Financial Accounts,,0,0,0,0,null,0
1/20/25,1/23/25,Money Management,Faster Payouts,,0,0,0,0,0,0
10/12/26,10/14/26,Money Management,Faster Payouts,,0,0,0,0,null,0
8/31/26,9/1/26,Money Management,Bridge,,0,0,0,0,null,0
11/30/26,12/1/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
1/8/24,1/8/24,Money Management,Financial Accounts,,0,0,0,0,-312600.46,null
11/3/25,11/5/25,Money Management,Faster Payouts,,0,0,0,0,41935.64167,0
1/31/22,2/1/22,Money Management,Other BaaS Products,,0,0,0,0,-9572.71,null
12/2/24,12/3/24,Money Management,Financial Accounts,,0,0,0,0,-43024.32,null
5/19/25,5/22/25,Money Management,Faster Payouts,,0,0,0,0,16870.0781,0
3/21/22,3/26/22,Money Management,Other BaaS Products,,0,0,0,0,-16046.56,null
12/22/25,12/28/25,Money Management,Other BaaS Products,,0,0,0,0,-2353.86,0
11/17/25,11/22/25,Money Management,Other BaaS Products,,0,0,0,0,-4780.92,0
8/26/24,8/28/24,Money Management,Mass Payouts,,0,0,0,0,35.5,null
2/17/25,2/18/25,Money Management,Mass Payouts,,0,0,0,0,647.6415996,0
7/11/22,7/12/22,Money Management,Financial Accounts,,0,0,0,0,10.25,null
8/16/21,8/19/21,Money Management,Other BaaS Products,,0,0,0,0,-8786.96,null
6/23/25,6/25/25,Money Management,Mass Payouts,,0,0,0,0,1244.155115,0
9/19/22,9/23/22,Money Management,Other BaaS Products,,0,0,0,0,-10017.04,null
7/7/25,7/10/25,Money Management,Financial Accounts,,0,0,0,0,-5038.6,0
3/2/26,3/4/26,Money Management,Other BaaS Products,,0,0,0,0,-5907.67,0
2/16/26,2/17/26,Money Management,Mass Payouts,,0,0,0,0,18143.89187,0
2/16/26,2/19/26,Money Management,Mass Payouts,,0,0,0,0,17147.08028,0
9/12/22,9/16/22,Money Management,Other BaaS Products,,0,0,0,0,-9210.06,null
8/25/25,8/31/25,Money Management,Other BaaS Products,,0,0,0,0,170743.39,43680.71
7/5/21,7/10/21,Money Management,Other BaaS Products,,0,0,0,0,-7988.25,null
9/11/23,9/17/23,Money Management,Other BaaS Products,,0,0,0,0,-4730.8,null
1/19/26,1/23/26,Money Management,Other BaaS Products,,0,0,0,0,-2655.22,0
4/7/25,4/7/25,Money Management,Other BaaS Products,,0,0,0,0,-5038.54,0
7/28/25,8/2/25,Money Management,Financial Accounts,,0,0,0,0,-4860.85,0
2/21/22,2/25/22,Money Management,Other BaaS Products,,0,0,0,0,-18241.54,null
1/26/26,2/1/26,Money Management,Other BaaS Products,,0,0,0,0,-10683.89,0
4/26/21,4/30/21,Money Management,Other BaaS Products,,0,0,0,0,179913.8078,null
8/19/24,8/23/24,Money Management,Mass Payouts,,0,0,0,0,27.25,null
1/15/24,1/20/24,Money Management,Other BaaS Products,,0,0,0,0,-4303.11,null
10/27/25,10/31/25,Money Management,Faster Payouts,,0,0,0,0,254353.9483,1092728.567
2/9/26,2/13/26,Money Management,Mass Payouts,,0,0,0,0,20871.86969,0
2/19/24,2/22/24,Money Management,Other BaaS Products,,0,0,0,0,-6149.58,null
11/14/22,11/18/22,Money Management,Other BaaS Products,,0,0,0,0,-7414.61,null
7/7/25,7/8/25,Money Management,Other BaaS Products,,0,0,0,0,-4669.4,0
7/21/25,7/24/25,Money Management,Other BaaS Products,,0,0,0,0,-5502.93,0
8/18/25,8/24/25,Money Management,Mass Payouts,,0,0,0,0,643.6759193,0
1/15/24,1/21/24,Money Management,Other BaaS Products,,0,0,0,0,-3087.38,null
2/9/26,2/11/26,Money Management,Faster Payouts,,0,0,0,0,42975.63603,0
10/9/23,10/10/23,Money Management,Other BaaS Products,,0,0,0,0,-5854.05,null
1/31/22,2/6/22,Money Management,Other BaaS Products,,0,0,0,0,-6166.95,null
4/14/25,4/20/25,Money Management,Faster Payouts,,0,0,0,0,8081.995259,0
4/28/25,5/2/25,Money Management,Other BaaS Products,,0,0,0,0,-24112.9,0
6/16/25,6/20/25,Money Management,Faster Payouts,,0,0,0,0,20594.86049,0
7/26/21,7/31/21,Money Management,Other BaaS Products,,0,0,0,0,-241494.4147,null
2/9/26,2/9/26,Money Management,Faster Payouts,,0,0,0,0,44991.6414,0
8/11/25,8/14/25,Money Management,Faster Payouts,,0,0,0,0,26191.76183,0
1/24/22,1/30/22,Money Management,Other BaaS Products,,0,0,0,0,-10885.15,null
5/16/22,5/16/22,Money Management,Other BaaS Products,,0,0,0,0,-5953.79,null
8/25/25,8/29/25,Money Management,Bridge,,0,0,0,0,0,0
8/2/21,8/4/21,Money Management,Other BaaS Products,,0,0,0,0,-20461.09,null
9/22/25,9/27/25,Money Management,Financial Accounts,,0,0,0,0,-5148.46,0
11/17/25,11/21/25,Money Management,Mass Payouts,,0,0,0,0,4669.58299,0
2/7/22,2/7/22,Money Management,Other BaaS Products,,0,0,0,0,-8758.98,null
11/24/25,11/29/25,Money Management,Mass Payouts,,0,0,0,0,3493.209782,0
9/20/21,9/24/21,Money Management,Financial Accounts,,0,0,0,0,7334.11,null
12/22/25,12/27/25,Money Management,Financial Accounts,,0,0,0,0,-5804.697922,0
9/29/25,10/2/25,Money Management,Mass Payouts,,0,0,0,0,2479.358006,0
5/27/24,5/29/24,Money Management,Mass Payouts,,0,0,0,0,2,null
12/30/24,12/31/24,Money Management,Other BaaS Products,,0,0,0,0,220135.81,null
10/25/21,10/31/21,Money Management,Other BaaS Products,,0,0,0,0,539148.0821,null
5/15/23,5/21/23,Money Management,Other BaaS Products,,0,0,0,0,-4381.03,null
7/11/22,7/17/22,Money Management,Other BaaS Products,,0,0,0,0,-5521.07,null
10/9/23,10/9/23,Money Management,Other BaaS Products,,0,0,0,0,-5320.31,null
12/2/24,12/3/24,Money Management,Mass Payouts,,0,0,0,0,23035.07,null
2/26/24,2/28/24,Money Management,Financial Accounts,,0,0,0,0,-888.53,null
3/28/22,3/31/22,Money Management,Other BaaS Products,,0,0,0,0,88472.93808,null
5/26/25,5/30/25,Money Management,Other BaaS Products,,0,0,0,0,-4832.66,0
7/14/25,7/14/25,Money Management,Other BaaS Products,,0,0,0,0,-4500.1,0
12/30/24,1/4/25,Money Management,Financial Accounts,,0,0,0,0,0.04,0
3/9/26,3/9/26,Money Management,Mass Payouts,,0,0,0,0,18772.74356,0
12/18/23,12/23/23,Money Management,Financial Accounts,,0,0,0,0,0,null
2/16/26,2/21/26,Money Management,Other BaaS Products,,0,0,0,0,-4205.33,0
12/1/25,12/6/25,Money Management,Other BaaS Products,,0,0,0,0,-3657.49,0
7/1/24,7/6/24,Money Management,Mass Payouts,,0,0,0,0,14,null
8/29/22,9/1/22,Money Management,Financial Accounts,,0,0,0,0,0,null
8/30/21,9/3/21,Money Management,Other BaaS Products,,0,0,0,0,-17678.07,null
4/29/24,4/30/24,Money Management,Other BaaS Products,,0,0,0,0,274871.76,null
2/23/26,2/27/26,Money Management,Other BaaS Products,,0,0,0,0,-3539.47,0
11/3/25,11/8/25,Money Management,Financial Accounts,,0,0,0,0,-5809.1,0
8/22/22,8/23/22,Money Management,Other BaaS Products,,0,0,0,0,-8324.45,null
9/22/25,9/27/25,Money Management,Mass Payouts,,0,0,0,0,73.8,0
9/13/21,9/17/21,Money Management,Other BaaS Products,,0,0,0,0,-10636.55,null
2/2/26,2/2/26,Money Management,Mass Payouts,,0,0,0,0,14016.95691,0
1/17/22,1/19/22,Money Management,Other BaaS Products,,0,0,0,0,-8995.37,null
12/8/25,12/12/25,Money Management,Financial Accounts,,0,0,0,0,-1488953.198,0
3/31/25,3/31/25,Money Management,Faster Payouts,,0,0,0,0,679.0357485,424732.7372
10/16/23,10/21/23,Money Management,Other BaaS Products,,0,0,0,0,-5416.33,null
12/30/24,1/1/25,Money Management,Faster Payouts,,0,0,0,0,567992.6978,0
11/18/24,11/20/24,Money Management,Other BaaS Products,,0,0,0,0,-6620.67,null
10/2/23,10/4/23,Money Management,Other BaaS Products,,0,0,0,0,-7687.5,null
3/28/22,4/1/22,Money Management,Other BaaS Products,,0,0,0,0,-13609.25,null
5/16/22,5/18/22,Money Management,Other BaaS Products,,0,0,0,0,-9570.18,null
7/14/25,7/14/25,Money Management,Financial Accounts,,0,0,0,0,-5393.88,0
3/4/24,3/10/24,Money Management,Other BaaS Products,,0,0,0,0,-6492.12,null
2/17/25,2/21/25,Money Management,Other BaaS Products,,0,0,0,0,-4693.86,0
6/5/23,6/7/23,Money Management,Other BaaS Products,,0,0,0,0,-7172.52,null
12/8/25,12/14/25,Money Management,Financial Accounts,,0,0,0,0,-4830.296039,0
9/30/24,10/4/24,Money Management,Financial Accounts,,0,0,0,0,0,null
10/27/25,10/27/25,Money Management,Other BaaS Products,,0,0,0,0,-2500.49,0
12/16/24,12/19/24,Money Management,Financial Accounts,,0,0,0,0,0,null
12/23/24,12/26/24,Money Management,Mass Payouts,,0,0,0,0,495.5,null
10/2/23,10/2/23,Money Management,Financial Accounts,,0,0,0,0,0,null
3/2/26,3/2/26,Money Management,Mass Payouts,,0,0,0,0,19559.04113,0
2/16/26,2/16/26,Money Management,Faster Payouts,,0,0,0,0,46205.29901,0
10/7/24,10/8/24,Money Management,Mass Payouts,,0,0,0,0,102.25,null
5/26/25,5/31/25,Money Management,Mass Payouts,,0,0,0,0,34.5,10783.22175
1/23/23,1/25/23,Money Management,Other BaaS Products,,0,0,0,0,-9236.63,null
8/4/25,8/10/25,Money Management,Mass Payouts,,0,0,0,0,582.6967235,0
5/20/24,5/22/24,Money Management,Other BaaS Products,,0,0,0,0,-8156.2,null
12/30/24,12/31/24,Money Management,Faster Payouts,,0,0,0,0,-5334.199796,null
7/28/25,7/28/25,Money Management,Faster Payouts,,0,0,0,0,19604.37319,0
3/10/25,3/15/25,Money Management,Other BaaS Products,,0,0,0,0,-4206.38,0
12/1/25,12/2/25,Money Management,Faster Payouts,,0,0,0,0,41631.29342,0
